@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
184,'2024/11/04 18:09:47:021',4,0.3375,0.245833,0.359375,0.233333,0.370313,0.239583,0.38125,0.247917,0.334375,0.220833,0.326562,0.216667,0.31875,0.214583,0.390625,0.275,0.303125,0.2375,0.345313,0.289583,0.3125,0.270833,0.390625,0.4125,0.23125,0.429167,0.340625,0.65,0.167187,0.60625,0.145313,0.633333,0.10625,0.541667,0.098438,0.658333,0.084375,0.545833,0.095312,0.595833,0.090625,0.522917,0.109375,0.5875,0.107813,0.525,0.403125,0.90625,0.265625,0.897917,0.401563,1.258333,0.259375,1.264583,0.384375,1.583333,0.253125,1.575,0.392188,1.627083,0.254687,1.6125,0.346875,1.677083,0.2375,1.677083,0.961617,0.092837
185,'2024/11/04 18:09:47:062',4,0.3375,0.245833,0.359375,0.23125,0.370313,0.2375,0.38125,0.245833,0.334375,0.220833,0.326562,0.216667,0.317187,0.214583,0.390625,0.272917,0.303125,0.2375,0.345313,0.2875,0.310937,0.270833,0.389062,0.410417,0.24375,0.429167,0.342187,0.64375,0.167187,0.604167,0.15,0.645833,0.117188,0.55625,0.1,0.66875,0.096875,0.558333,0.095312,0.61875,0.109375,0.5375,0.109375,0.608333,0.125,0.539583,0.403125,0.90625,0.267188,0.9,0.39375,1.2625,0.253125,1.2625,0.375,1.583333,0.253125,1.575,0.385938,1.63125,0.25625,1.6125,0.325,1.675,0.229687,1.675,0.961617,0.092837
186,'2024/11/04 18:09:47:105',4,0.334375,0.24375,0.357812,0.23125,0.367188,0.2375,0.378125,0.245833,0.332812,0.21875,0.325,0.216667,0.317187,0.214583,0.389062,0.270833,0.301562,0.2375,0.34375,0.2875,0.309375,0.270833,0.389062,0.410417,0.24375,0.429167,0.340625,0.64375,0.170312,0.597917,0.15,0.622917,0.117188,0.547917,0.098438,0.627083,0.096875,0.552083,0.095312,0.597917,0.109375,0.527083,0.107813,0.589583,0.123438,0.53125,0.403125,0.910417,0.267188,0.904167,0.39375,1.2625,0.254687,1.2625,0.375,1.583333,0.257813,1.577083,0.3875,1.63125,0.2625,1.6125,0.3375,1.675,0.2375,1.675,0.961617,0.092837
187,'2024/11/04 18:09:47:144',4,0.332812,0.24375,0.35625,0.23125,0.365625,0.2375,0.376563,0.24375,0.33125,0.21875,0.323438,0.216667,0.314063,0.214583,0.3875,0.270833,0.3,0.2375,0.342187,0.285417,0.307813,0.26875,0.385938,0.40625,0.24375,0.433333,0.3375,0.639583,0.170312,0.6,0.142188,0.608333,0.117188,0.560417,0.095312,0.608333,0.096875,0.558333,0.089062,0.583333,0.107813,0.535417,0.103125,0.575,0.123438,0.539583,0.401563,0.91875,0.276563,0.927083,0.396875,1.275,0.2625,1.275,0.378125,1.59375,0.264062,1.589583,0.389062,1.639583,0.270312,1.63125,0.342187,1.685417,0.239063,1.6875,0.961617,0.092837
188,'2024/11/04 18:09:47:187',4,0.329688,0.24375,0.353125,0.227083,0.3625,0.233333,0.373437,0.239583,0.328125,0.21875,0.320313,0.216667,0.3125,0.214583,0.385938,0.266667,0.3,0.2375,0.339063,0.285417,0.304688,0.26875,0.379687,0.40625,0.251563,0.433333,0.309375,0.61875,0.171875,0.6,0.135937,0.560417,0.117188,0.595833,0.084375,0.552083,0.096875,0.608333,0.08125,0.51875,0.109375,0.589583,0.095312,0.51875,0.123438,0.585417,0.396875,0.91875,0.28125,0.925,0.396875,1.272917,0.2625,1.275,0.378125,1.59375,0.265625,1.589583,0.389062,1.6375,0.273438,1.629167,0.342187,1.679167,0.240625,1.685417,0.961617,0.092837
189,'2024/11/04 18:09:47:229',4,0.326562,0.239583,0.348437,0.225,0.359375,0.23125,0.36875,0.2375,0.326562,0.216667,0.31875,0.214583,0.309375,0.2125,0.382813,0.266667,0.298438,0.2375,0.335938,0.28125,0.303125,0.26875,0.376563,0.404167,0.257813,0.433333,0.298438,0.6,0.171875,0.595833,0.125,0.539583,0.121875,0.5875,0.078125,0.54375,0.101563,0.59375,0.075,0.508333,0.115625,0.575,0.0875,0.508333,0.128125,0.575,0.390625,0.922917,0.28125,0.925,0.392188,1.275,0.259375,1.275,0.378125,1.595833,0.267188,1.591667,0.389062,1.64375,0.275,1.633333,0.335938,1.679167,0.240625,1.6875,0.961617,0.092837
190,'2024/11/04 18:09:47:271',4,0.323438,0.2375,0.346875,0.222917,0.35625,0.229167,0.365625,0.235417,0.323438,0.2125,0.315625,0.210417,0.307813,0.210417,0.379687,0.264583,0.296875,0.235417,0.332812,0.279167,0.3,0.264583,0.373437,0.404167,0.25625,0.427083,0.275,0.589583,0.171875,0.5875,0.101563,0.475,0.126563,0.577083,0.070313,0.460417,0.110937,0.577083,0.070313,0.43125,0.120312,0.572917,0.082813,0.439583,0.134375,0.570833,0.385938,0.910417,0.28125,0.916667,0.39375,1.2625,0.25625,1.266667,0.376563,1.589583,0.267188,1.591667,0.3875,1.64375,0.275,1.633333,0.334375,1.66875,0.235938,1.683333,0.961617,0.092837
191,'2024/11/04 18:09:47:312',4,0.321875,0.235417,0.34375,0.220833,0.353125,0.227083,0.364062,0.23125,0.321875,0.2125,0.314063,0.210417,0.30625,0.210417,0.378125,0.2625,0.295312,0.235417,0.332812,0.279167,0.298438,0.264583,0.373437,0.402083,0.257813,0.425,0.271875,0.583333,0.175,0.5875,0.107813,0.489583,0.132813,0.575,0.06875,0.475,0.115625,0.577083,0.06875,0.439583,0.126563,0.564583,0.084375,0.45625,0.139062,0.564583,0.384375,0.908333,0.28125,0.914583,0.390625,1.2625,0.251563,1.264583,0.375,1.589583,0.265625,1.589583,0.385938,1.641667,0.275,1.63125,0.33125,1.666667,0.235938,1.683333,0.961617,0.092837
192,'2024/11/04 18:09:47:355',4,0.321875,0.233333,0.34375,0.21875,0.353125,0.225,0.3625,0.23125,0.320313,0.210417,0.3125,0.208333,0.304688,0.20625,0.378125,0.260417,0.295312,0.23125,0.33125,0.275,0.298438,0.2625,0.371875,0.4,0.257813,0.414583,0.265625,0.575,0.171875,0.575,0.10625,0.502083,0.13125,0.58125,0.065625,0.475,0.114063,0.591667,0.067188,0.441667,0.128125,0.577083,0.085938,0.472917,0.140625,0.575,0.3875,0.891667,0.28125,0.891667,0.38125,1.25,0.23125,1.241667,0.359375,1.577083,0.259375,1.579167,0.371875,1.63125,0.273438,1.622917,0.309375,1.647917,0.220313,1.672917,0.961617,0.092837
193,'2024/11/04 18:09:47:396',4,0.320313,0.23125,0.342187,0.216667,0.353125,0.222917,0.3625,0.229167,0.320313,0.20625,0.3125,0.204167,0.303125,0.202083,0.376563,0.258333,0.292188,0.227083,0.33125,0.275,0.296875,0.260417,0.367188,0.397917,0.25625,0.414583,0.273438,0.579167,0.171875,0.579167,0.09375,0.48125,0.129688,0.602083,0.065625,0.475,0.110937,0.620833,0.067188,0.4375,0.126563,0.604167,0.082813,0.452083,0.140625,0.597917,0.385938,0.89375,0.279687,0.89375,0.379687,1.25,0.235938,1.245833,0.3625,1.577083,0.25625,1.579167,0.375,1.63125,0.267188,1.622917,0.314063,1.65,0.223438,1.672917,0.961617,0.092837
194,'2024/11/04 18:09:47:437',4,0.320313,0.227083,0.342187,0.2125,0.351563,0.21875,0.360938,0.225,0.31875,0.202083,0.310937,0.2,0.303125,0.197917,0.376563,0.254167,0.292188,0.220833,0.329688,0.26875,0.295312,0.25625,0.365625,0.39375,0.25625,0.40625,0.248437,0.552083,0.171875,0.570833,0.076563,0.397917,0.13125,0.6,0.05625,0.383333,0.114063,0.616667,0.0625,0.3625,0.129688,0.591667,0.075,0.370833,0.142188,0.591667,0.385938,0.88125,0.273438,0.877083,0.376563,1.23125,0.234375,1.229167,0.35625,1.558333,0.248437,1.55625,0.367188,1.60625,0.257813,1.597917,0.315625,1.6375,0.220313,1.652083,0.961617,0.092837
195,'2024/11/04 18:09:47:476',4,0.315625,0.222917,0.3375,0.208333,0.346875,0.214583,0.35625,0.220833,0.315625,0.197917,0.307813,0.195833,0.3,0.195833,0.371875,0.25,0.292188,0.21875,0.326562,0.266667,0.292188,0.252083,0.364062,0.391667,0.25625,0.408333,0.217187,0.514583,0.171875,0.56875,0.073437,0.389583,0.13125,0.5875,0.051562,0.372917,0.115625,0.597917,0.059375,0.354167,0.13125,0.5875,0.070313,0.360417,0.145313,0.583333,0.384375,0.88125,0.273438,0.879167,0.376563,1.23125,0.234375,1.233333,0.359375,1.552083,0.25625,1.55625,0.370313,1.6,0.270312,1.6,0.31875,1.633333,0.220313,1.65,0.961617,0.092837
196,'2024/11/04 18:09:47:517',4,0.315625,0.222917,0.3375,0.208333,0.346875,0.2125,0.35625,0.21875,0.315625,0.197917,0.307813,0.195833,0.298438,0.19375,0.371875,0.25,0.290625,0.21875,0.326562,0.264583,0.292188,0.252083,0.365625,0.389583,0.251563,0.408333,0.2125,0.51875,0.170312,0.570833,0.071875,0.3875,0.13125,0.541667,0.048437,0.366667,0.115625,0.539583,0.05625,0.34375,0.129688,0.527083,0.06875,0.35625,0.14375,0.527083,0.382813,0.883333,0.270312,0.88125,0.378125,1.233333,0.2375,1.2375,0.364062,1.552083,0.25625,1.55,0.375,1.6,0.267188,1.589583,0.33125,1.635417,0.225,1.647917,0.961617,0.092837
197,'2024/11/04 18:09:47:559',4,0.314063,0.222917,0.3375,0.208333,0.346875,0.2125,0.35625,0.21875,0.314063,0.195833,0.30625,0.19375,0.298438,0.19375,0.371875,0.25,0.289063,0.216667,0.325,0.264583,0.290625,0.252083,0.364062,0.389583,0.25,0.408333,0.196875,0.5125,0.167187,0.56875,0.067188,0.377083,0.129688,0.527083,0.045313,0.35625,0.115625,0.520833,0.053125,0.341667,0.129688,0.510417,0.065625,0.347917,0.14375,0.5125,0.379687,0.883333,0.26875,0.88125,0.378125,1.235417,0.240625,1.2375,0.364062,1.552083,0.260938,1.552083,0.375,1.597917,0.270312,1.59375,0.334375,1.6375,0.226563,1.647917,0.961617,0.092837
198,'2024/11/04 18:09:47:601',4,0.314063,0.222917,0.335938,0.20625,0.345313,0.2125,0.354688,0.21875,0.3125,0.195833,0.304688,0.195833,0.295312,0.19375,0.371875,0.247917,0.2875,0.216667,0.325,0.264583,0.290625,0.252083,0.365625,0.389583,0.24375,0.410417,0.210938,0.51875,0.157813,0.56875,0.070313,0.383333,0.11875,0.477083,0.046875,0.3625,0.103125,0.454167,0.054688,0.341667,0.1125,0.441667,0.067188,0.352083,0.126563,0.45,0.378125,0.883333,0.25625,0.883333,0.378125,1.2375,0.239063,1.239583,0.365625,1.552083,0.257813,1.552083,0.376563,1.597917,0.267188,1.591667,0.335938,1.639583,0.226563,1.65,0.961617,0.092837
199,'2024/11/04 18:09:47:644',4,0.314063,0.222917,0.335938,0.20625,0.345313,0.2125,0.354688,0.21875,0.3125,0.195833,0.304688,0.19375,0.295312,0.19375,0.370313,0.247917,0.2875,0.214583,0.325,0.264583,0.290625,0.252083,0.365625,0.389583,0.242188,0.4125,0.21875,0.522917,0.157813,0.56875,0.070313,0.3875,0.123438,0.522917,0.046875,0.370833,0.109375,0.53125,0.054688,0.345833,0.120312,0.514583,0.067188,0.354167,0.132813,0.5125,0.378125,0.885417,0.257813,0.88125,0.376563,1.2375,0.239063,1.239583,0.365625,1.554167,0.25625,1.552083,0.375,1.597917,0.264062,1.59375,0.335938,1.639583,0.228125,1.65,0.961617,0.092837
200,'2024/11/04 18:09:47:685',4,0.3125,0.222917,0.334375,0.208333,0.34375,0.2125,0.354688,0.21875,0.310937,0.195833,0.301562,0.19375,0.29375,0.19375,0.370313,0.247917,0.285937,0.216667,0.325,0.264583,0.289063,0.252083,0.365625,0.389583,0.240625,0.4125,0.21875,0.527083,0.1625,0.566667,0.071875,0.3875,0.134375,0.535417,0.046875,0.364583,0.120312,0.545833,0.05625,0.34375,0.134375,0.533333,0.06875,0.352083,0.146875,0.529167,0.378125,0.8875,0.25625,0.88125,0.371875,1.2375,0.232812,1.239583,0.359375,1.552083,0.25,1.55,0.367188,1.6,0.257813,1.591667,0.326562,1.6375,0.220313,1.647917,0.961617,0.092837
201,'2024/11/04 18:09:47:726',4,0.307813,0.222917,0.332812,0.208333,0.342187,0.2125,0.351563,0.21875,0.307813,0.195833,0.3,0.19375,0.292188,0.19375,0.367188,0.247917,0.285937,0.216667,0.320313,0.264583,0.285937,0.252083,0.365625,0.389583,0.239063,0.4125,0.221875,0.529167,0.1625,0.566667,0.06875,0.395833,0.134375,0.547917,0.045313,0.377083,0.120312,0.5625,0.054688,0.354167,0.134375,0.545833,0.067188,0.3625,0.146875,0.541667,0.376563,0.897917,0.254687,0.889583,0.371875,1.245833,0.232812,1.245833,0.359375,1.554167,0.248437,1.55,0.36875,1.602083,0.257813,1.591667,0.326562,1.6375,0.221875,1.647917,0.961617,0.092837
202,'2024/11/04 18:09:47:768',4,0.309375,0.222917,0.332812,0.208333,0.342187,0.2125,0.353125,0.21875,0.309375,0.195833,0.3,0.19375,0.292188,0.19375,0.367188,0.25,0.284375,0.216667,0.320313,0.264583,0.285937,0.252083,0.365625,0.389583,0.232812,0.414583,0.242188,0.53125,0.148438,0.560417,0.095312,0.435417,0.135937,0.5625,0.048437,0.395833,0.125,0.579167,0.067188,0.410417,0.142188,0.56875,0.08125,0.41875,0.151562,0.564583,0.375,0.9,0.253125,0.895833,0.36875,1.25,0.232812,1.25,0.359375,1.55625,0.25,1.55,0.367188,1.604167,0.257813,1.59375,0.325,1.6375,0.221875,1.647917,0.961617,0.092837
203,'2024/11/04 18:09:47:809',4,0.307813,0.222917,0.332812,0.208333,0.342187,0.2125,0.351563,0.21875,0.307813,0.195833,0.3,0.19375,0.292188,0.191667,0.367188,0.25,0.284375,0.214583,0.31875,0.264583,0.284375,0.252083,0.365625,0.389583,0.232812,0.414583,0.240625,0.53125,0.146875,0.5625,0.0875,0.41875,0.132813,0.5625,0.048437,0.385417,0.123438,0.577083,0.067188,0.389583,0.142188,0.566667,0.089062,0.4125,0.151562,0.5625,0.375,0.9,0.25,0.895833,0.365625,1.25,0.23125,1.252083,0.35625,1.558333,0.245312,1.552083,0.365625,1.60625,0.253125,1.59375,0.323438,1.639583,0.220313,1.65,0.961617,0.092837
204,'2024/11/04 18:09:47:852',4,0.304688,0.222917,0.329688,0.208333,0.339063,0.2125,0.35,0.220833,0.30625,0.195833,0.296875,0.19375,0.289063,0.191667,0.364062,0.25,0.282813,0.216667,0.315625,0.264583,0.282813,0.252083,0.365625,0.391667,0.228125,0.416667,0.240625,0.53125,0.1375,0.5625,0.079687,0.397917,0.13125,0.564583,0.05,0.377083,0.121875,0.579167,0.067188,0.36875,0.140625,0.566667,0.090625,0.39375,0.15,0.5625,0.373437,0.908333,0.24375,0.904167,0.364062,1.258333,0.229687,1.260417,0.354688,1.5625,0.240625,1.5625,0.364062,1.610417,0.248437,1.60625,0.314063,1.647917,0.210938,1.660417,0.961617,0.092837
205,'2024/11/04 18:09:47:893',4,0.303125,0.222917,0.328125,0.208333,0.3375,0.214583,0.346875,0.220833,0.303125,0.195833,0.295312,0.195833,0.2875,0.19375,0.364062,0.25,0.28125,0.216667,0.315625,0.266667,0.28125,0.252083,0.365625,0.391667,0.228125,0.420833,0.240625,0.51875,0.140625,0.56875,0.073437,0.375,0.120312,0.566667,0.05,0.358333,0.10625,0.579167,0.0625,0.341667,0.125,0.564583,0.090625,0.354167,0.1375,0.5625,0.373437,0.908333,0.246875,0.902083,0.365625,1.25625,0.228125,1.260417,0.354688,1.564583,0.239063,1.5625,0.364062,1.6125,0.246875,1.60625,0.315625,1.65,0.210938,1.660417,0.961617,0.092837
206,'2024/11/04 18:09:47:934',4,0.303125,0.222917,0.328125,0.208333,0.3375,0.214583,0.346875,0.220833,0.303125,0.197917,0.295312,0.195833,0.2875,0.19375,0.3625,0.25,0.28125,0.216667,0.315625,0.266667,0.28125,0.252083,0.365625,0.391667,0.226563,0.420833,0.2375,0.51875,0.134375,0.579167,0.06875,0.3625,0.10625,0.55,0.048437,0.34375,0.09375,0.552083,0.057813,0.325,0.109375,0.53125,0.075,0.3375,0.123438,0.53125,0.373437,0.908333,0.246875,0.902083,0.367188,1.25625,0.229687,1.260417,0.35625,1.564583,0.235938,1.5625,0.367188,1.610417,0.242188,1.60625,0.317187,1.652083,0.209375,1.660417,0.961617,0.092837
207,'2024/11/04 18:09:47:973',4,0.303125,0.225,0.328125,0.208333,0.335938,0.214583,0.346875,0.220833,0.303125,0.197917,0.29375,0.195833,0.285937,0.19375,0.3625,0.252083,0.278125,0.216667,0.314063,0.266667,0.279687,0.252083,0.367188,0.391667,0.214062,0.416667,0.2625,0.560417,0.135937,0.58125,0.098438,0.36875,0.101563,0.516667,0.057813,0.35,0.075,0.539583,0.065625,0.33125,0.078125,0.46875,0.08125,0.34375,0.1,0.5,0.375,0.908333,0.245312,0.9,0.370313,1.25625,0.228125,1.260417,0.357812,1.56875,0.226563,1.564583,0.367188,1.614583,0.229687,1.608333,0.31875,1.6625,0.207813,1.666667,0.961617,0.092837
208,'2024/11/04 18:09:48:014',4,0.303125,0.225,0.328125,0.208333,0.335938,0.214583,0.345313,0.220833,0.303125,0.197917,0.29375,0.195833,0.285937,0.19375,0.360938,0.252083,0.278125,0.216667,0.314063,0.266667,0.279687,0.252083,0.36875,0.389583,0.209375,0.416667,0.260938,0.5625,0.1375,0.583333,0.096875,0.364583,0.098438,0.502083,0.059375,0.347917,0.070313,0.5,0.070313,0.322917,0.078125,0.45625,0.092188,0.327083,0.09375,0.466667,0.375,0.90625,0.24375,0.9,0.376563,1.25625,0.228125,1.260417,0.3625,1.56875,0.228125,1.566667,0.371875,1.614583,0.23125,1.608333,0.326562,1.664583,0.209375,1.670833,0.961617,0.092837
209,'2024/11/04 18:09:48:057',4,0.303125,0.225,0.328125,0.210417,0.335938,0.216667,0.345313,0.222917,0.303125,0.197917,0.29375,0.195833,0.285937,0.19375,0.360938,0.252083,0.278125,0.216667,0.314063,0.266667,0.279687,0.252083,0.36875,0.389583,0.210938,0.416667,0.260938,0.558333,0.140625,0.583333,0.096875,0.370833,0.095312,0.504167,0.064062,0.352083,0.075,0.510417,0.073437,0.320833,0.079687,0.472917,0.092188,0.329167,0.09375,0.479167,0.376563,0.904167,0.24375,0.895833,0.375,1.252083,0.228125,1.252083,0.360938,1.566667,0.229687,1.564583,0.370313,1.610417,0.234375,1.608333,0.323438,1.660417,0.207813,1.664583,0.961617,0.092837
210,'2024/11/04 18:09:48:103',4,0.303125,0.227083,0.326562,0.210417,0.334375,0.216667,0.34375,0.222917,0.303125,0.2,0.29375,0.2,0.285937,0.197917,0.360938,0.254167,0.278125,0.21875,0.314063,0.266667,0.279687,0.254167,0.371875,0.391667,0.2125,0.41875,0.267188,0.5625,0.14375,0.583333,0.107813,0.372917,0.096875,0.46875,0.078125,0.352083,0.073437,0.460417,0.082813,0.33125,0.079687,0.4375,0.098438,0.341667,0.096875,0.44375,0.376563,0.904167,0.246875,0.89375,0.378125,1.252083,0.228125,1.252083,0.360938,1.566667,0.229687,1.566667,0.370313,1.610417,0.234375,1.608333,0.323438,1.660417,0.20625,1.664583,0.961617,0.092837
211,'2024/11/04 18:09:48:146',4,0.303125,0.229167,0.326562,0.214583,0.334375,0.21875,0.34375,0.225,0.303125,0.204167,0.29375,0.202083,0.285937,0.2,0.360938,0.254167,0.278125,0.220833,0.314063,0.270833,0.279687,0.25625,0.373437,0.391667,0.214062,0.41875,0.265625,0.560417,0.145313,0.572917,0.115625,0.375,0.096875,0.45625,0.089062,0.354167,0.073437,0.435417,0.1,0.329167,0.079687,0.41875,0.110937,0.341667,0.096875,0.433333,0.376563,0.895833,0.246875,0.879167,0.370313,1.235417,0.207813,1.233333,0.35,1.55,0.225,1.558333,0.360938,1.595833,0.235938,1.597917,0.304688,1.633333,0.19375,1.652083,0.961617,0.092837
212,'2024/11/04 18:09:48:190',4,0.303125,0.235417,0.326562,0.21875,0.334375,0.222917,0.34375,0.23125,0.303125,0.208333,0.29375,0.208333,0.285937,0.20625,0.360938,0.258333,0.278125,0.227083,0.314063,0.275,0.28125,0.260417,0.375,0.395833,0.214062,0.420833,0.315625,0.610417,0.148438,0.575,0.129688,0.485417,0.098438,0.458333,0.095312,0.5375,0.073437,0.460417,0.096875,0.479167,0.079687,0.427083,0.1125,0.479167,0.096875,0.435417,0.376563,0.895833,0.246875,0.879167,0.370313,1.239583,0.207813,1.235417,0.35,1.55625,0.225,1.560417,0.359375,1.602083,0.232812,1.6,0.307813,1.64375,0.195313,1.658333,0.961617,0.092837
213,'2024/11/04 18:09:48:231',4,0.301562,0.241667,0.325,0.222917,0.332812,0.229167,0.34375,0.235417,0.301562,0.214583,0.29375,0.2125,0.285937,0.2125,0.359375,0.2625,0.278125,0.233333,0.314063,0.279167,0.28125,0.266667,0.378125,0.397917,0.2125,0.420833,0.3125,0.602083,0.148438,0.579167,0.148438,0.466667,0.096875,0.460417,0.104687,0.475,0.073437,0.452083,0.1125,0.433333,0.079687,0.427083,0.126563,0.439583,0.096875,0.435417,0.378125,0.879167,0.242188,0.870833,0.370313,1.229167,0.209375,1.220833,0.35625,1.547917,0.226563,1.55625,0.365625,1.591667,0.235938,1.595833,0.315625,1.639583,0.207813,1.658333,0.961617,0.092837
214,'2024/11/04 18:09:48:273',4,0.303125,0.25,0.326562,0.233333,0.334375,0.2375,0.345313,0.24375,0.303125,0.222917,0.295312,0.220833,0.2875,0.21875,0.360938,0.26875,0.279687,0.239583,0.315625,0.289583,0.282813,0.275,0.379687,0.40625,0.2125,0.422917,0.31875,0.61875,0.15,0.58125,0.145313,0.489583,0.098438,0.452083,0.103125,0.5,0.075,0.43125,0.1125,0.48125,0.079687,0.4125,0.126563,0.483333,0.09375,0.427083,0.379687,0.86875,0.242188,0.864583,0.36875,1.21875,0.203125,1.20625,0.35,1.541667,0.221875,1.554167,0.359375,1.5875,0.232812,1.59375,0.307813,1.63125,0.198437,1.654167,0.961617,0.092837
215,'2024/11/04 18:09:48:316',4,0.30625,0.252083,0.329688,0.2375,0.339063,0.24375,0.35,0.25,0.304688,0.227083,0.296875,0.227083,0.289063,0.225,0.365625,0.277083,0.279687,0.245833,0.317187,0.29375,0.284375,0.279167,0.382813,0.414583,0.2125,0.425,0.30625,0.608333,0.15,0.583333,0.146875,0.470833,0.096875,0.45,0.10625,0.479167,0.075,0.435417,0.120312,0.464583,0.079687,0.420833,0.129688,0.464583,0.095312,0.429167,0.38125,0.870833,0.242188,0.864583,0.36875,1.21875,0.201562,1.2125,0.35,1.54375,0.21875,1.554167,0.357812,1.589583,0.23125,1.595833,0.307813,1.633333,0.195313,1.654167,0.961617,0.092837
216,'2024/11/04 18:09:48:358',4,0.309375,0.258333,0.329688,0.24375,0.340625,0.247917,0.351563,0.254167,0.307813,0.233333,0.298438,0.233333,0.290625,0.23125,0.367188,0.28125,0.279687,0.25,0.31875,0.3,0.2875,0.285417,0.385938,0.422917,0.2125,0.425,0.304688,0.604167,0.145313,0.572917,0.1625,0.4625,0.096875,0.454167,0.123438,0.46875,0.075,0.4375,0.135937,0.44375,0.08125,0.425,0.145313,0.452083,0.095312,0.433333,0.38125,0.870833,0.239063,0.866667,0.367188,1.227083,0.18125,1.214583,0.342187,1.54375,0.210938,1.554167,0.348437,1.589583,0.226563,1.595833,0.301562,1.633333,0.179688,1.654167,0.961617,0.092837
217,'2024/11/04 18:09:48:403',4,0.315625,0.264583,0.3375,0.25,0.346875,0.254167,0.357812,0.260417,0.3125,0.241667,0.304688,0.239583,0.295312,0.239583,0.371875,0.2875,0.28125,0.25625,0.325,0.30625,0.292188,0.289583,0.3875,0.427083,0.2125,0.425,0.303125,0.602083,0.146875,0.566667,0.153125,0.45625,0.103125,0.458333,0.117188,0.4625,0.08125,0.44375,0.128125,0.427083,0.08125,0.429167,0.139062,0.439583,0.096875,0.435417,0.38125,0.866667,0.242188,0.860417,0.367188,1.21875,0.182812,1.20625,0.34375,1.5375,0.2125,1.55,0.35,1.5875,0.229687,1.59375,0.301562,1.622917,0.182812,1.645833,0.961617,0.092837
218,'2024/11/04 18:09:48:446',4,0.320313,0.277083,0.342187,0.260417,0.353125,0.264583,0.365625,0.270833,0.317187,0.252083,0.309375,0.252083,0.301562,0.252083,0.379687,0.297917,0.289063,0.270833,0.328125,0.320833,0.296875,0.30625,0.392188,0.441667,0.221875,0.4375,0.275,0.602083,0.146875,0.575,0.142188,0.45625,0.107813,0.48125,0.114063,0.441667,0.090625,0.45625,0.120312,0.416667,0.095312,0.43125,0.126563,0.43125,0.104687,0.441667,0.3875,0.875,0.259375,0.879167,0.370313,1.220833,0.204688,1.208333,0.345313,1.539583,0.220313,1.55,0.353125,1.5875,0.2375,1.595833,0.303125,1.625,0.184375,1.645833,0.961617,0.092837
219,'2024/11/04 18:09:48:490',4,0.325,0.285417,0.346875,0.26875,0.359375,0.272917,0.370313,0.279167,0.321875,0.258333,0.314063,0.258333,0.30625,0.258333,0.382813,0.308333,0.29375,0.275,0.33125,0.329167,0.301562,0.3125,0.39375,0.452083,0.223438,0.441667,0.28125,0.6125,0.146875,0.597917,0.140625,0.460417,0.109375,0.53125,0.110937,0.44375,0.092188,0.516667,0.11875,0.414583,0.095312,0.466667,0.126563,0.427083,0.104687,0.46875,0.390625,0.879167,0.257813,0.879167,0.370313,1.227083,0.210938,1.216667,0.345313,1.545833,0.220313,1.55,0.353125,1.59375,0.232812,1.595833,0.303125,1.629167,0.192188,1.645833,0.961617,0.092837
