@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
148,'2024/11/04 18:09:32:967',3,0.489062,0.2375,0.50625,0.214583,0.514063,0.216667,0.521875,0.21875,0.479688,0.214583,0.470313,0.216667,0.460938,0.216667,0.5375,0.247917,0.45,0.241667,0.504687,0.28125,0.471875,0.275,0.589063,0.5125,0.342187,0.40625,0.740625,0.725,0.24375,0.216667,0.78125,0.735417,0.38125,0.202083,0.8,0.714583,0.410937,0.216667,0.8,0.70625,0.41875,0.229167,0.78125,0.710417,0.4125,0.235417,0.507813,0.952083,0.351563,0.927083,0.484375,1.372917,0.317187,1.345833,0.45,1.74375,0.2875,1.702083,0.454688,1.8,0.276563,1.74375,0.425,1.847917,0.307813,1.833333,0.339184,0.339592
149,'2024/11/04 18:09:33:006',3,0.489062,0.2375,0.50625,0.214583,0.514063,0.216667,0.521875,0.21875,0.479688,0.214583,0.470313,0.216667,0.460938,0.216667,0.539063,0.247917,0.45,0.241667,0.504687,0.28125,0.471875,0.275,0.589063,0.5125,0.342187,0.40625,0.74375,0.725,0.24375,0.216667,0.78125,0.733333,0.38125,0.202083,0.798437,0.714583,0.410937,0.216667,0.796875,0.691667,0.41875,0.23125,0.779688,0.695833,0.4125,0.2375,0.509375,0.952083,0.351563,0.929167,0.485938,1.375,0.317187,1.347917,0.451562,1.74375,0.2875,1.702083,0.45625,1.8,0.276563,1.74375,0.425,1.852083,0.309375,1.833333,0.339184,0.339592
150,'2024/11/04 18:09:33:046',3,0.489062,0.2375,0.50625,0.214583,0.514063,0.216667,0.521875,0.21875,0.479688,0.214583,0.470313,0.214583,0.460938,0.216667,0.539063,0.247917,0.45,0.241667,0.504687,0.28125,0.471875,0.272917,0.589063,0.5125,0.342187,0.40625,0.74375,0.727083,0.24375,0.216667,0.779688,0.733333,0.38125,0.202083,0.796875,0.714583,0.410937,0.216667,0.79375,0.683333,0.41875,0.23125,0.778125,0.6875,0.4125,0.2375,0.509375,0.952083,0.353125,0.929167,0.485938,1.375,0.317187,1.347917,0.451562,1.745833,0.2875,1.702083,0.45625,1.802083,0.276563,1.74375,0.425,1.852083,0.309375,1.835417,0.339184,0.339592
151,'2024/11/04 18:09:33:088',3,0.489062,0.235417,0.50625,0.214583,0.514063,0.216667,0.521875,0.216667,0.479688,0.214583,0.470313,0.214583,0.460938,0.216667,0.539063,0.247917,0.448438,0.241667,0.504687,0.28125,0.471875,0.272917,0.589063,0.5125,0.342187,0.408333,0.74375,0.727083,0.24375,0.216667,0.78125,0.735417,0.38125,0.202083,0.810938,0.720833,0.410937,0.216667,0.80625,0.69375,0.420312,0.23125,0.789063,0.697917,0.414063,0.2375,0.509375,0.952083,0.351563,0.93125,0.482812,1.375,0.317187,1.347917,0.45,1.74375,0.2875,1.702083,0.453125,1.8,0.276563,1.74375,0.425,1.852083,0.309375,1.833333,0.339184,0.339592
152,'2024/11/04 18:09:33:131',3,0.4875,0.2375,0.50625,0.214583,0.514063,0.216667,0.521875,0.21875,0.479688,0.214583,0.470313,0.216667,0.460938,0.216667,0.539063,0.247917,0.45,0.241667,0.504687,0.28125,0.471875,0.275,0.589063,0.514583,0.342187,0.40625,0.74375,0.727083,0.24375,0.216667,0.78125,0.739583,0.38125,0.202083,0.80625,0.725,0.410937,0.216667,0.801562,0.691667,0.420312,0.23125,0.784375,0.697917,0.414063,0.2375,0.509375,0.95,0.351563,0.927083,0.482812,1.372917,0.317187,1.345833,0.448438,1.741667,0.2875,1.7,0.453125,1.797917,0.276563,1.741667,0.423438,1.847917,0.309375,1.833333,0.339184,0.339592
153,'2024/11/04 18:09:33:172',3,0.489062,0.2375,0.50625,0.214583,0.514063,0.216667,0.523438,0.21875,0.48125,0.214583,0.470313,0.216667,0.460938,0.216667,0.539063,0.247917,0.45,0.241667,0.504687,0.28125,0.471875,0.275,0.5875,0.5125,0.34375,0.402083,0.739062,0.725,0.24375,0.216667,0.74375,0.727083,0.382813,0.204167,0.75625,0.710417,0.410937,0.216667,0.760938,0.6625,0.420312,0.23125,0.748438,0.670833,0.414063,0.2375,0.509375,0.94375,0.353125,0.922917,0.482812,1.366667,0.317187,1.339583,0.446875,1.735417,0.285937,1.695833,0.45,1.79375,0.275,1.7375,0.421875,1.8375,0.30625,1.829167,0.339184,0.339592
154,'2024/11/04 18:09:33:215',3,0.489062,0.2375,0.50625,0.214583,0.515625,0.216667,0.523438,0.21875,0.48125,0.214583,0.471875,0.216667,0.4625,0.216667,0.539063,0.25,0.45,0.241667,0.50625,0.28125,0.473437,0.275,0.589063,0.5125,0.34375,0.40625,0.745313,0.727083,0.24375,0.216667,0.751562,0.73125,0.382813,0.204167,0.75625,0.7125,0.4125,0.216667,0.7625,0.675,0.420312,0.23125,0.75,0.68125,0.414063,0.2375,0.509375,0.94375,0.353125,0.927083,0.482812,1.370833,0.317187,1.347917,0.446875,1.74375,0.285937,1.70625,0.451562,1.802083,0.275,1.747917,0.421875,1.84375,0.304688,1.8375,0.339184,0.339592
155,'2024/11/04 18:09:33:255',3,0.489062,0.2375,0.50625,0.214583,0.515625,0.216667,0.523438,0.21875,0.48125,0.214583,0.471875,0.216667,0.4625,0.216667,0.539063,0.25,0.45,0.241667,0.50625,0.28125,0.473437,0.275,0.589063,0.514583,0.34375,0.40625,0.745313,0.727083,0.24375,0.216667,0.759375,0.73125,0.382813,0.204167,0.789063,0.716667,0.410937,0.216667,0.7875,0.685417,0.420312,0.23125,0.773438,0.689583,0.414063,0.239583,0.509375,0.94375,0.353125,0.927083,0.482812,1.370833,0.317187,1.347917,0.446875,1.74375,0.285937,1.70625,0.451562,1.802083,0.275,1.747917,0.421875,1.845833,0.304688,1.8375,0.339184,0.339592
156,'2024/11/04 18:09:33:297',3,0.490625,0.2375,0.507813,0.214583,0.515625,0.216667,0.523438,0.21875,0.48125,0.214583,0.471875,0.214583,0.4625,0.216667,0.539063,0.25,0.451562,0.239583,0.50625,0.28125,0.473437,0.275,0.589063,0.514583,0.34375,0.40625,0.748438,0.727083,0.24375,0.216667,0.767187,0.720833,0.382813,0.204167,0.789063,0.716667,0.4125,0.214583,0.779688,0.683333,0.420312,0.229167,0.765625,0.689583,0.414063,0.2375,0.509375,0.952083,0.353125,0.927083,0.48125,1.377083,0.315625,1.352083,0.445313,1.75,0.28125,1.708333,0.45,1.810417,0.26875,1.75,0.417188,1.85,0.298438,1.841667,0.339184,0.339592
157,'2024/11/04 18:09:33:337',3,0.490625,0.2375,0.507813,0.214583,0.515625,0.216667,0.523438,0.21875,0.48125,0.214583,0.471875,0.214583,0.4625,0.216667,0.539063,0.25,0.45,0.239583,0.50625,0.28125,0.473437,0.272917,0.589063,0.514583,0.34375,0.40625,0.748438,0.727083,0.24375,0.216667,0.771875,0.722917,0.382813,0.204167,0.804688,0.720833,0.4125,0.214583,0.8,0.685417,0.420312,0.229167,0.784375,0.689583,0.414063,0.2375,0.509375,0.95,0.354688,0.927083,0.482812,1.377083,0.315625,1.352083,0.445313,1.75,0.28125,1.708333,0.45,1.808333,0.270312,1.75,0.41875,1.852083,0.3,1.841667,0.339184,0.339592
158,'2024/11/04 18:09:33:377',3,0.490625,0.2375,0.507813,0.214583,0.515625,0.216667,0.523438,0.21875,0.48125,0.214583,0.471875,0.214583,0.4625,0.216667,0.539063,0.25,0.45,0.239583,0.50625,0.28125,0.473437,0.275,0.589063,0.514583,0.34375,0.40625,0.748438,0.727083,0.24375,0.216667,0.785937,0.73125,0.382813,0.204167,0.809375,0.720833,0.4125,0.214583,0.815625,0.6875,0.420312,0.229167,0.798437,0.69375,0.414063,0.2375,0.509375,0.95,0.354688,0.927083,0.482812,1.377083,0.315625,1.354167,0.446875,1.75,0.284375,1.710417,0.451562,1.810417,0.273438,1.752083,0.420312,1.852083,0.303125,1.84375,0.339184,0.339592
159,'2024/11/04 18:09:33:419',3,0.490625,0.2375,0.509375,0.214583,0.517187,0.216667,0.525,0.21875,0.482812,0.214583,0.473437,0.214583,0.464063,0.216667,0.540625,0.25,0.45,0.239583,0.50625,0.28125,0.475,0.272917,0.589063,0.5125,0.34375,0.40625,0.745313,0.725,0.24375,0.216667,0.796875,0.739583,0.382813,0.202083,0.825,0.727083,0.4125,0.2125,0.814062,0.714583,0.420312,0.229167,0.801562,0.727083,0.414063,0.235417,0.509375,0.952083,0.354688,0.927083,0.482812,1.375,0.320313,1.352083,0.446875,1.745833,0.289063,1.70625,0.451562,1.802083,0.278125,1.747917,0.425,1.847917,0.307813,1.839583,0.339184,0.339592
160,'2024/11/04 18:09:33:459',3,0.490625,0.2375,0.509375,0.214583,0.517187,0.216667,0.525,0.21875,0.482812,0.214583,0.473437,0.214583,0.464063,0.216667,0.540625,0.25,0.45,0.239583,0.50625,0.28125,0.475,0.275,0.589063,0.5125,0.34375,0.40625,0.745313,0.725,0.24375,0.216667,0.771875,0.733333,0.384375,0.202083,0.809375,0.720833,0.4125,0.2125,0.79375,0.6875,0.421875,0.229167,0.779688,0.695833,0.415625,0.235417,0.509375,0.952083,0.354688,0.927083,0.482812,1.375,0.31875,1.352083,0.445313,1.745833,0.285937,1.70625,0.448438,1.802083,0.273438,1.747917,0.420312,1.847917,0.301562,1.839583,0.339184,0.339592
161,'2024/11/04 18:09:33:500',3,0.490625,0.2375,0.509375,0.214583,0.517187,0.216667,0.525,0.21875,0.482812,0.214583,0.473437,0.214583,0.464063,0.214583,0.540625,0.25,0.45,0.239583,0.50625,0.28125,0.475,0.272917,0.589063,0.5125,0.34375,0.40625,0.746875,0.727083,0.24375,0.216667,0.760938,0.73125,0.384375,0.202083,0.78125,0.714583,0.4125,0.2125,0.78125,0.677083,0.421875,0.229167,0.767187,0.685417,0.415625,0.235417,0.509375,0.954167,0.354688,0.927083,0.482812,1.377083,0.31875,1.354167,0.445313,1.745833,0.285937,1.708333,0.448438,1.804167,0.273438,1.75,0.420312,1.85,0.301562,1.841667,0.339184,0.339592
162,'2024/11/04 18:09:33:540',3,0.492188,0.2375,0.509375,0.214583,0.517187,0.216667,0.525,0.21875,0.482812,0.214583,0.473437,0.214583,0.464063,0.214583,0.540625,0.25,0.45,0.239583,0.50625,0.28125,0.475,0.272917,0.5875,0.5125,0.34375,0.40625,0.74375,0.727083,0.24375,0.216667,0.764063,0.733333,0.382813,0.202083,0.782812,0.714583,0.4125,0.2125,0.789063,0.6875,0.420312,0.227083,0.773438,0.69375,0.414063,0.235417,0.509375,0.952083,0.354688,0.927083,0.482812,1.375,0.321875,1.352083,0.448438,1.74375,0.290625,1.70625,0.451562,1.8,0.278125,1.747917,0.425,1.845833,0.307813,1.839583,0.339184,0.339592
163,'2024/11/04 18:09:33:584',3,0.492188,0.2375,0.509375,0.214583,0.517187,0.216667,0.525,0.21875,0.482812,0.214583,0.473437,0.214583,0.464063,0.214583,0.540625,0.25,0.45,0.239583,0.50625,0.28125,0.475,0.272917,0.5875,0.5125,0.34375,0.40625,0.74375,0.727083,0.24375,0.216667,0.76875,0.733333,0.382813,0.202083,0.8,0.716667,0.4125,0.210417,0.80625,0.685417,0.420312,0.227083,0.790625,0.691667,0.414063,0.235417,0.509375,0.952083,0.354688,0.927083,0.484375,1.375,0.323438,1.352083,0.45,1.74375,0.292188,1.710417,0.453125,1.8,0.28125,1.752083,0.426562,1.847917,0.307813,1.841667,0.339184,0.339592
164,'2024/11/04 18:09:33:627',3,0.492188,0.235417,0.509375,0.214583,0.517187,0.216667,0.525,0.21875,0.482812,0.214583,0.473437,0.214583,0.464063,0.214583,0.540625,0.25,0.45,0.239583,0.50625,0.28125,0.475,0.272917,0.5875,0.5125,0.34375,0.40625,0.74375,0.727083,0.24375,0.21875,0.7875,0.735417,0.382813,0.202083,0.807813,0.71875,0.4125,0.2125,0.817187,0.6875,0.420312,0.227083,0.798437,0.691667,0.414063,0.235417,0.509375,0.95625,0.353125,0.927083,0.48125,1.377083,0.317187,1.352083,0.44375,1.74375,0.284375,1.708333,0.446875,1.8,0.271875,1.75,0.420312,1.847917,0.301562,1.841667,0.339184,0.339592
165,'2024/11/04 18:09:46:240',4,0.339063,0.260417,0.359375,0.24375,0.370313,0.25,0.38125,0.258333,0.335938,0.233333,0.326562,0.23125,0.31875,0.229167,0.392188,0.28125,0.304688,0.252083,0.348437,0.3,0.314063,0.285417,0.392188,0.416667,0.24375,0.441667,0.31875,0.660417,0.178125,0.620833,0.1375,0.575,0.110937,0.475,0.092188,0.577083,0.082813,0.45,0.092188,0.539583,0.092188,0.439583,0.107813,0.53125,0.107813,0.45,0.404687,0.9,0.273438,0.902083,0.410937,1.260417,0.275,1.270833,0.395312,1.58125,0.26875,1.59375,0.401563,1.625,0.271875,1.633333,0.359375,1.683333,0.25,1.695833,0.961617,0.092837
166,'2024/11/04 18:09:46:282',4,0.339063,0.260417,0.359375,0.24375,0.370313,0.25,0.38125,0.258333,0.335938,0.233333,0.326562,0.23125,0.31875,0.229167,0.392188,0.28125,0.304688,0.252083,0.348437,0.3,0.314063,0.285417,0.392188,0.416667,0.24375,0.441667,0.317187,0.660417,0.176563,0.620833,0.1375,0.575,0.109375,0.475,0.092188,0.579167,0.082813,0.45,0.092188,0.539583,0.092188,0.439583,0.107813,0.533333,0.10625,0.447917,0.404687,0.9,0.270312,0.9,0.410937,1.258333,0.275,1.270833,0.395312,1.58125,0.270312,1.591667,0.403125,1.625,0.271875,1.63125,0.359375,1.683333,0.253125,1.69375,0.961617,0.092837
167,'2024/11/04 18:09:46:325',4,0.339063,0.260417,0.359375,0.24375,0.370313,0.25,0.38125,0.258333,0.335938,0.233333,0.326562,0.23125,0.31875,0.229167,0.392188,0.28125,0.304688,0.252083,0.348437,0.302083,0.314063,0.285417,0.392188,0.416667,0.24375,0.44375,0.303125,0.641667,0.176563,0.625,0.134375,0.545833,0.109375,0.475,0.092188,0.533333,0.082813,0.452083,0.092188,0.514583,0.09375,0.439583,0.107813,0.514583,0.107813,0.447917,0.404687,0.902083,0.26875,0.902083,0.410937,1.2625,0.275,1.277083,0.395312,1.5875,0.26875,1.597917,0.403125,1.629167,0.270312,1.6375,0.360938,1.689583,0.253125,1.70625,0.961617,0.092837
168,'2024/11/04 18:09:46:366',4,0.339063,0.258333,0.359375,0.24375,0.370313,0.25,0.38125,0.258333,0.335938,0.23125,0.326562,0.23125,0.31875,0.229167,0.392188,0.28125,0.304688,0.25,0.348437,0.3,0.314063,0.285417,0.39375,0.41875,0.242188,0.44375,0.310937,0.641667,0.176563,0.627083,0.135937,0.547917,0.109375,0.475,0.09375,0.54375,0.082813,0.452083,0.092188,0.5125,0.09375,0.439583,0.107813,0.514583,0.10625,0.447917,0.40625,0.904167,0.267188,0.902083,0.409375,1.264583,0.273438,1.279167,0.395312,1.5875,0.267188,1.597917,0.403125,1.63125,0.26875,1.6375,0.360938,1.691667,0.251563,1.70625,0.961617,0.092837
169,'2024/11/04 18:09:46:408',4,0.339063,0.258333,0.359375,0.24375,0.370313,0.25,0.38125,0.258333,0.335938,0.23125,0.326562,0.23125,0.31875,0.229167,0.392188,0.28125,0.304688,0.25,0.348437,0.3,0.314063,0.283333,0.395312,0.41875,0.240625,0.445833,0.309375,0.639583,0.176563,0.629167,0.134375,0.533333,0.109375,0.483333,0.09375,0.525,0.082813,0.454167,0.092188,0.49375,0.09375,0.439583,0.107813,0.495833,0.107813,0.45,0.407813,0.904167,0.267188,0.902083,0.410937,1.2625,0.276563,1.277083,0.396875,1.585417,0.270312,1.597917,0.404687,1.627083,0.271875,1.6375,0.360938,1.689583,0.253125,1.704167,0.961617,0.092837
170,'2024/11/04 18:09:46:448',4,0.339063,0.258333,0.360938,0.24375,0.370313,0.252083,0.38125,0.258333,0.335938,0.23125,0.328125,0.23125,0.31875,0.229167,0.392188,0.283333,0.304688,0.25,0.348437,0.3,0.314063,0.283333,0.395312,0.416667,0.240625,0.445833,0.3,0.616667,0.176563,0.63125,0.134375,0.527083,0.109375,0.491667,0.092188,0.522917,0.082813,0.458333,0.090625,0.4875,0.092188,0.45,0.107813,0.491667,0.10625,0.460417,0.407813,0.904167,0.267188,0.902083,0.410937,1.2625,0.275,1.277083,0.396875,1.585417,0.26875,1.597917,0.404687,1.627083,0.270312,1.6375,0.360938,1.689583,0.253125,1.704167,0.961617,0.092837
171,'2024/11/04 18:09:46:489',4,0.339063,0.258333,0.360938,0.245833,0.370313,0.252083,0.38125,0.258333,0.335938,0.233333,0.328125,0.23125,0.31875,0.229167,0.392188,0.283333,0.304688,0.25,0.346875,0.3,0.314063,0.285417,0.395312,0.416667,0.239063,0.445833,0.279687,0.6,0.176563,0.63125,0.129688,0.491667,0.109375,0.495833,0.082813,0.48125,0.08125,0.464583,0.090625,0.45,0.092188,0.45,0.107813,0.45625,0.104687,0.4625,0.407813,0.904167,0.26875,0.902083,0.410937,1.260417,0.276563,1.272917,0.396875,1.58125,0.26875,1.597917,0.404687,1.625,0.271875,1.6375,0.360938,1.685417,0.253125,1.7,0.961617,0.092837
172,'2024/11/04 18:09:46:529',4,0.3375,0.258333,0.360938,0.245833,0.370313,0.252083,0.38125,0.258333,0.335938,0.233333,0.326562,0.23125,0.31875,0.229167,0.392188,0.283333,0.304688,0.25,0.346875,0.3,0.314063,0.283333,0.395312,0.416667,0.239063,0.445833,0.273438,0.595833,0.176563,0.63125,0.126563,0.472917,0.109375,0.495833,0.082813,0.4375,0.08125,0.464583,0.090625,0.427083,0.092188,0.45,0.107813,0.435417,0.104687,0.4625,0.407813,0.90625,0.267188,0.90625,0.4125,1.2625,0.276563,1.272917,0.396875,1.585417,0.265625,1.597917,0.404687,1.627083,0.267188,1.6375,0.360938,1.689583,0.248437,1.7,0.961617,0.092837
173,'2024/11/04 18:09:46:571',4,0.3375,0.258333,0.360938,0.24375,0.370313,0.25,0.38125,0.258333,0.335938,0.23125,0.326562,0.229167,0.31875,0.229167,0.392188,0.283333,0.304688,0.25,0.346875,0.3,0.3125,0.283333,0.395312,0.41875,0.239063,0.445833,0.29375,0.620833,0.176563,0.63125,0.128125,0.5375,0.109375,0.4875,0.082813,0.539583,0.08125,0.458333,0.090625,0.475,0.092188,0.45,0.107813,0.479167,0.104687,0.460417,0.407813,0.90625,0.265625,0.90625,0.4125,1.2625,0.276563,1.272917,0.396875,1.585417,0.265625,1.595833,0.404687,1.627083,0.267188,1.635417,0.359375,1.689583,0.248437,1.7,0.961617,0.092837
174,'2024/11/04 18:09:46:611',4,0.3375,0.258333,0.359375,0.24375,0.370313,0.252083,0.38125,0.258333,0.335938,0.23125,0.326562,0.229167,0.31875,0.229167,0.392188,0.283333,0.304688,0.25,0.346875,0.3,0.3125,0.283333,0.395312,0.41875,0.239063,0.445833,0.303125,0.633333,0.176563,0.633333,0.129688,0.5625,0.109375,0.485417,0.084375,0.566667,0.08125,0.460417,0.090625,0.51875,0.092188,0.447917,0.107813,0.516667,0.104687,0.458333,0.407813,0.90625,0.267188,0.90625,0.415625,1.264583,0.28125,1.277083,0.401563,1.5875,0.273438,1.595833,0.407813,1.629167,0.275,1.635417,0.365625,1.689583,0.254687,1.7,0.961617,0.092837
175,'2024/11/04 18:09:46:652',4,0.3375,0.258333,0.359375,0.24375,0.370313,0.252083,0.38125,0.258333,0.335938,0.23125,0.326562,0.229167,0.31875,0.229167,0.392188,0.283333,0.304688,0.25,0.346875,0.3,0.3125,0.283333,0.395312,0.416667,0.239063,0.445833,0.29375,0.6125,0.176563,0.63125,0.129688,0.541667,0.109375,0.49375,0.085938,0.545833,0.082813,0.464583,0.090625,0.5,0.092188,0.45625,0.10625,0.502083,0.10625,0.464583,0.407813,0.904167,0.267188,0.904167,0.415625,1.260417,0.28125,1.270833,0.398438,1.58125,0.273438,1.59375,0.404687,1.625,0.275,1.633333,0.364062,1.685417,0.251563,1.695833,0.961617,0.092837
176,'2024/11/04 18:09:46:691',4,0.3375,0.258333,0.359375,0.24375,0.370313,0.252083,0.38125,0.258333,0.334375,0.23125,0.326562,0.229167,0.31875,0.229167,0.392188,0.283333,0.304688,0.25,0.346875,0.3,0.3125,0.283333,0.395312,0.416667,0.240625,0.445833,0.3,0.627083,0.179688,0.63125,0.129688,0.539583,0.110937,0.495833,0.085938,0.539583,0.084375,0.464583,0.090625,0.5,0.092188,0.454167,0.10625,0.502083,0.10625,0.4625,0.407813,0.904167,0.267188,0.9,0.4125,1.260417,0.279687,1.270833,0.395312,1.58125,0.273438,1.591667,0.401563,1.622917,0.275,1.633333,0.360938,1.683333,0.251563,1.695833,0.961617,0.092837
177,'2024/11/04 18:09:46:734',4,0.3375,0.258333,0.359375,0.24375,0.370313,0.25,0.38125,0.258333,0.334375,0.23125,0.326562,0.229167,0.31875,0.229167,0.392188,0.283333,0.30625,0.25,0.346875,0.3,0.3125,0.283333,0.395312,0.416667,0.240625,0.445833,0.303125,0.63125,0.18125,0.63125,0.129688,0.5375,0.110937,0.495833,0.085938,0.5625,0.084375,0.464583,0.090625,0.497917,0.092188,0.454167,0.10625,0.502083,0.10625,0.464583,0.407813,0.904167,0.267188,0.9,0.4125,1.260417,0.276563,1.270833,0.395312,1.58125,0.273438,1.59375,0.401563,1.625,0.275,1.633333,0.360938,1.683333,0.251563,1.695833,0.961617,0.092837
178,'2024/11/04 18:09:46:776',4,0.3375,0.258333,0.359375,0.24375,0.370313,0.25,0.38125,0.258333,0.334375,0.23125,0.326562,0.229167,0.31875,0.229167,0.392188,0.283333,0.30625,0.25,0.346875,0.3,0.3125,0.283333,0.395312,0.416667,0.240625,0.445833,0.310937,0.641667,0.18125,0.635417,0.129688,0.533333,0.110937,0.529167,0.0875,0.539583,0.0875,0.504167,0.090625,0.497917,0.092188,0.460417,0.107813,0.502083,0.104687,0.46875,0.407813,0.904167,0.267188,0.902083,0.4125,1.260417,0.276563,1.270833,0.395312,1.58125,0.271875,1.59375,0.403125,1.625,0.275,1.633333,0.360938,1.685417,0.251563,1.695833,0.961617,0.092837
179,'2024/11/04 18:09:46:817',4,0.3375,0.258333,0.359375,0.245833,0.370313,0.252083,0.38125,0.260417,0.334375,0.23125,0.326562,0.229167,0.31875,0.229167,0.392188,0.283333,0.30625,0.25,0.346875,0.3,0.3125,0.283333,0.395312,0.416667,0.240625,0.44375,0.3125,0.64375,0.18125,0.635417,0.132813,0.533333,0.1125,0.539583,0.089062,0.535417,0.089062,0.520833,0.095312,0.49375,0.092188,0.464583,0.107813,0.5,0.104687,0.470833,0.407813,0.904167,0.265625,0.9,0.410937,1.260417,0.276563,1.270833,0.395312,1.579167,0.271875,1.589583,0.403125,1.620833,0.275,1.629167,0.360938,1.68125,0.251563,1.691667,0.961617,0.092837
180,'2024/11/04 18:09:46:858',4,0.3375,0.254167,0.359375,0.241667,0.370313,0.247917,0.38125,0.25625,0.334375,0.229167,0.326562,0.227083,0.31875,0.225,0.392188,0.28125,0.304688,0.245833,0.346875,0.295833,0.3125,0.279167,0.39375,0.414583,0.239063,0.441667,0.329688,0.65625,0.179688,0.620833,0.1375,0.60625,0.110937,0.49375,0.090625,0.610417,0.084375,0.470833,0.095312,0.564583,0.089062,0.454167,0.107813,0.558333,0.104687,0.460417,0.407813,0.902083,0.265625,0.9,0.410937,1.25625,0.276563,1.26875,0.395312,1.579167,0.271875,1.5875,0.403125,1.620833,0.275,1.627083,0.360938,1.677083,0.253125,1.689583,0.961617,0.092837
181,'2024/11/04 18:09:46:899',4,0.3375,0.252083,0.359375,0.239583,0.370313,0.245833,0.38125,0.254167,0.334375,0.227083,0.326562,0.225,0.31875,0.222917,0.392188,0.279167,0.304688,0.245833,0.346875,0.295833,0.3125,0.277083,0.39375,0.414583,0.235938,0.439583,0.329688,0.654167,0.171875,0.608333,0.1375,0.591667,0.110937,0.53125,0.09375,0.620833,0.084375,0.525,0.095312,0.55,0.090625,0.504167,0.107813,0.545833,0.107813,0.508333,0.407813,0.902083,0.265625,0.9,0.410937,1.25625,0.275,1.26875,0.39375,1.575,0.270312,1.58125,0.401563,1.61875,0.273438,1.620833,0.360938,1.672917,0.248437,1.68125,0.961617,0.092837
182,'2024/11/04 18:09:46:940',4,0.3375,0.25,0.359375,0.2375,0.370313,0.245833,0.38125,0.254167,0.335938,0.225,0.326562,0.222917,0.31875,0.21875,0.390625,0.279167,0.304688,0.241667,0.346875,0.29375,0.3125,0.275,0.392188,0.414583,0.23125,0.435417,0.335938,0.6625,0.170312,0.60625,0.140625,0.625,0.107813,0.520833,0.095312,0.652083,0.084375,0.516667,0.095312,0.583333,0.090625,0.49375,0.109375,0.575,0.107813,0.5,0.40625,0.902083,0.265625,0.9,0.403125,1.25625,0.264062,1.266667,0.3875,1.577083,0.260938,1.575,0.39375,1.61875,0.2625,1.610417,0.351563,1.670833,0.245312,1.675,0.961617,0.092837
183,'2024/11/04 18:09:46:979',4,0.3375,0.25,0.359375,0.2375,0.370313,0.24375,0.38125,0.252083,0.334375,0.222917,0.326562,0.220833,0.31875,0.216667,0.390625,0.277083,0.304688,0.239583,0.345313,0.291667,0.3125,0.272917,0.392188,0.4125,0.23125,0.429167,0.339063,0.65,0.171875,0.604167,0.145313,0.63125,0.10625,0.489583,0.098438,0.654167,0.084375,0.5125,0.096875,0.591667,0.090625,0.489583,0.110937,0.583333,0.107813,0.495833,0.404687,0.902083,0.265625,0.897917,0.401563,1.254167,0.264062,1.2625,0.384375,1.572917,0.260938,1.570833,0.392188,1.614583,0.2625,1.60625,0.351563,1.66875,0.245312,1.670833,0.961617,0.092837
