@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
56,'2024/11/10 10:49:56:533',3,0.675,0.270833,0.68125,0.254167,0.685938,0.254167,0.689062,0.254167,0.66875,0.25625,0.664063,0.25625,0.660937,0.25625,0.696875,0.2625,0.659375,0.264583,0.684375,0.285417,0.670313,0.283333,0.729688,0.322917,0.6375,0.333333,0.735937,0.210417,0.610937,0.222917,0.71875,0.089583,0.629687,0.104167,0.7125,0.05625,0.629687,0.077083,0.704687,0.052083,0.635938,0.070833,0.703125,0.0625,0.639063,0.079167,0.715625,0.558333,0.65,0.5625,0.717188,0.747917,0.6625,0.745833,0.709375,0.904167,0.667188,0.904167,0.703125,0.91875,0.66875,0.91875,0.723437,0.972917,0.676562,0.9625,0.82,0.85823,0.86,0.86
57,'2024/11/10 10:49:56:571',3,0.675,0.270833,0.68125,0.254167,0.685938,0.254167,0.689062,0.254167,0.66875,0.25625,0.665625,0.25625,0.660937,0.25625,0.696875,0.2625,0.659375,0.2625,0.684375,0.285417,0.670313,0.283333,0.73125,0.322917,0.6375,0.333333,0.7375,0.210417,0.6125,0.222917,0.71875,0.089583,0.629687,0.104167,0.7125,0.05625,0.629687,0.077083,0.704687,0.052083,0.635938,0.070833,0.703125,0.0625,0.639063,0.079167,0.717188,0.558333,0.651563,0.5625,0.717188,0.747917,0.6625,0.745833,0.709375,0.904167,0.667188,0.902083,0.703125,0.91875,0.66875,0.916667,0.723437,0.972917,0.675,0.9625,0.82,0.85823,0.86,0.86
58,'2024/11/10 10:49:56:617',3,0.675,0.270833,0.68125,0.254167,0.685938,0.254167,0.689062,0.254167,0.670313,0.25625,0.665625,0.25625,0.6625,0.25625,0.696875,0.2625,0.660937,0.2625,0.684375,0.285417,0.670313,0.283333,0.73125,0.322917,0.6375,0.333333,0.7375,0.210417,0.6125,0.222917,0.71875,0.089583,0.629687,0.104167,0.7125,0.05625,0.629687,0.077083,0.704687,0.052083,0.635938,0.070833,0.703125,0.0625,0.639063,0.079167,0.717188,0.558333,0.651563,0.5625,0.717188,0.745833,0.6625,0.74375,0.709375,0.904167,0.66875,0.902083,0.703125,0.91875,0.66875,0.916667,0.723437,0.972917,0.676562,0.960417,0.82,0.85823,0.86,0.86
59,'2024/11/10 10:49:56:657',3,0.676562,0.270833,0.68125,0.254167,0.685938,0.254167,0.689062,0.254167,0.670313,0.25625,0.665625,0.25625,0.6625,0.25625,0.698438,0.2625,0.660937,0.2625,0.684375,0.285417,0.670313,0.283333,0.73125,0.322917,0.6375,0.333333,0.7375,0.210417,0.6125,0.222917,0.71875,0.089583,0.629687,0.104167,0.7125,0.05625,0.629687,0.077083,0.704687,0.052083,0.635938,0.070833,0.703125,0.0625,0.639063,0.079167,0.717188,0.558333,0.651563,0.5625,0.717188,0.745833,0.6625,0.74375,0.709375,0.904167,0.66875,0.902083,0.703125,0.91875,0.66875,0.916667,0.721875,0.972917,0.676562,0.960417,0.82,0.85823,0.86,0.86
60,'2024/11/10 10:49:56:698',3,0.676562,0.270833,0.68125,0.254167,0.685938,0.254167,0.690625,0.254167,0.670313,0.25625,0.665625,0.25625,0.6625,0.25625,0.698438,0.2625,0.660937,0.2625,0.684375,0.285417,0.671875,0.283333,0.73125,0.322917,0.6375,0.333333,0.7375,0.208333,0.6125,0.222917,0.71875,0.089583,0.629687,0.104167,0.714063,0.054167,0.629687,0.077083,0.70625,0.052083,0.635938,0.070833,0.704687,0.0625,0.640625,0.079167,0.717188,0.558333,0.651563,0.5625,0.717188,0.745833,0.6625,0.74375,0.709375,0.904167,0.66875,0.902083,0.703125,0.91875,0.66875,0.916667,0.721875,0.972917,0.675,0.960417,0.82,0.85823,0.86,0.86
61,'2024/11/10 10:49:56:739',3,0.676562,0.270833,0.682813,0.254167,0.6875,0.254167,0.690625,0.254167,0.670313,0.25625,0.665625,0.25625,0.6625,0.25625,0.698438,0.2625,0.660937,0.2625,0.685938,0.285417,0.671875,0.283333,0.73125,0.322917,0.639063,0.333333,0.7375,0.208333,0.6125,0.222917,0.71875,0.089583,0.63125,0.104167,0.714063,0.054167,0.629687,0.077083,0.70625,0.052083,0.6375,0.070833,0.704687,0.0625,0.640625,0.079167,0.717188,0.558333,0.651563,0.5625,0.717188,0.74375,0.6625,0.741667,0.709375,0.904167,0.66875,0.902083,0.703125,0.916667,0.66875,0.916667,0.721875,0.970833,0.675,0.960417,0.82,0.85823,0.86,0.86
62,'2024/11/10 10:49:56:779',3,0.678125,0.270833,0.682813,0.254167,0.6875,0.254167,0.690625,0.254167,0.671875,0.25625,0.667188,0.25625,0.664063,0.25625,0.7,0.260417,0.660937,0.2625,0.685938,0.285417,0.671875,0.283333,0.73125,0.322917,0.639063,0.333333,0.739062,0.208333,0.6125,0.222917,0.71875,0.089583,0.63125,0.104167,0.714063,0.054167,0.63125,0.077083,0.70625,0.052083,0.6375,0.070833,0.704687,0.0625,0.640625,0.079167,0.717188,0.55625,0.653125,0.560417,0.717188,0.741667,0.660937,0.739583,0.709375,0.902083,0.66875,0.902083,0.703125,0.916667,0.66875,0.916667,0.721875,0.970833,0.675,0.958333,0.82,0.85823,0.86,0.86
63,'2024/11/10 10:49:56:846',3,0.678125,0.270833,0.682813,0.254167,0.6875,0.254167,0.692187,0.254167,0.671875,0.25625,0.667188,0.25625,0.664063,0.25625,0.7,0.260417,0.6625,0.2625,0.685938,0.285417,0.673437,0.283333,0.732813,0.322917,0.639063,0.333333,0.739062,0.208333,0.6125,0.222917,0.720312,0.089583,0.63125,0.104167,0.714063,0.054167,0.63125,0.077083,0.70625,0.052083,0.6375,0.070833,0.704687,0.0625,0.640625,0.079167,0.717188,0.55625,0.653125,0.560417,0.717188,0.741667,0.660937,0.739583,0.709375,0.902083,0.667188,0.902083,0.703125,0.916667,0.66875,0.916667,0.721875,0.970833,0.675,0.958333,0.82,0.85823,0.86,0.86
64,'2024/11/10 10:49:56:886',3,0.678125,0.270833,0.684375,0.254167,0.6875,0.254167,0.692187,0.254167,0.671875,0.25625,0.667188,0.25625,0.664063,0.25625,0.7,0.260417,0.6625,0.2625,0.6875,0.285417,0.673437,0.283333,0.732813,0.322917,0.639063,0.333333,0.740625,0.208333,0.614062,0.222917,0.720312,0.089583,0.63125,0.104167,0.714063,0.054167,0.63125,0.077083,0.70625,0.052083,0.6375,0.070833,0.704687,0.0625,0.640625,0.079167,0.717188,0.55625,0.653125,0.560417,0.717188,0.741667,0.660937,0.739583,0.709375,0.902083,0.667188,0.902083,0.703125,0.916667,0.66875,0.916667,0.721875,0.970833,0.673437,0.958333,0.82,0.85823,0.86,0.86
65,'2024/11/10 10:49:56:926',3,0.678125,0.270833,0.684375,0.254167,0.6875,0.254167,0.692187,0.254167,0.671875,0.25625,0.667188,0.25625,0.664063,0.25625,0.7,0.260417,0.6625,0.2625,0.6875,0.285417,0.673437,0.283333,0.732813,0.322917,0.639063,0.333333,0.740625,0.208333,0.614062,0.222917,0.720312,0.089583,0.63125,0.104167,0.714063,0.054167,0.63125,0.077083,0.707812,0.052083,0.6375,0.070833,0.704687,0.0625,0.640625,0.079167,0.71875,0.55625,0.653125,0.560417,0.717188,0.741667,0.660937,0.739583,0.709375,0.902083,0.667188,0.902083,0.703125,0.916667,0.66875,0.916667,0.721875,0.970833,0.673437,0.958333,0.82,0.85823,0.86,0.86
66,'2024/11/10 10:49:56:970',3,0.679688,0.270833,0.684375,0.254167,0.689062,0.254167,0.692187,0.254167,0.673437,0.25625,0.66875,0.25625,0.664063,0.25625,0.7,0.260417,0.6625,0.2625,0.6875,0.285417,0.673437,0.283333,0.732813,0.322917,0.639063,0.333333,0.740625,0.208333,0.614062,0.222917,0.720312,0.089583,0.63125,0.104167,0.714063,0.054167,0.63125,0.077083,0.707812,0.052083,0.6375,0.070833,0.70625,0.0625,0.640625,0.079167,0.71875,0.55625,0.653125,0.560417,0.717188,0.741667,0.660937,0.739583,0.709375,0.902083,0.667188,0.902083,0.703125,0.916667,0.66875,0.916667,0.721875,0.970833,0.673437,0.958333,0.82,0.85823,0.86,0.86
67,'2024/11/10 10:49:57:015',3,0.679688,0.270833,0.684375,0.254167,0.689062,0.254167,0.692187,0.254167,0.673437,0.25625,0.66875,0.25625,0.665625,0.25625,0.7,0.260417,0.6625,0.2625,0.6875,0.285417,0.673437,0.283333,0.732813,0.322917,0.639063,0.333333,0.739062,0.208333,0.614062,0.222917,0.720312,0.089583,0.632813,0.104167,0.714063,0.054167,0.63125,0.077083,0.707812,0.052083,0.6375,0.070833,0.70625,0.0625,0.642187,0.079167,0.71875,0.55625,0.653125,0.560417,0.717188,0.741667,0.660937,0.739583,0.709375,0.904167,0.667188,0.902083,0.703125,0.91875,0.667188,0.916667,0.721875,0.970833,0.673437,0.958333,0.82,0.85823,0.86,0.86
68,'2024/11/10 10:49:57:057',3,0.679688,0.270833,0.684375,0.254167,0.689062,0.254167,0.692187,0.254167,0.673437,0.25625,0.66875,0.25625,0.665625,0.25625,0.7,0.260417,0.6625,0.2625,0.6875,0.285417,0.675,0.283333,0.732813,0.322917,0.640625,0.333333,0.739062,0.208333,0.614062,0.222917,0.720312,0.089583,0.632813,0.104167,0.714063,0.054167,0.63125,0.077083,0.707812,0.052083,0.639063,0.070833,0.70625,0.0625,0.642187,0.079167,0.71875,0.55625,0.653125,0.560417,0.717188,0.741667,0.660937,0.739583,0.709375,0.904167,0.667188,0.902083,0.703125,0.91875,0.66875,0.916667,0.721875,0.970833,0.673437,0.958333,0.82,0.85823,0.86,0.86
69,'2024/11/10 10:49:57:098',3,0.679688,0.270833,0.685938,0.254167,0.689062,0.254167,0.69375,0.254167,0.673437,0.25625,0.66875,0.25625,0.665625,0.25625,0.7,0.260417,0.664063,0.2625,0.689062,0.285417,0.675,0.283333,0.732813,0.322917,0.640625,0.333333,0.739062,0.208333,0.614062,0.222917,0.720312,0.089583,0.632813,0.104167,0.714063,0.054167,0.632813,0.077083,0.707812,0.052083,0.639063,0.070833,0.70625,0.0625,0.642187,0.079167,0.71875,0.558333,0.653125,0.5625,0.717188,0.741667,0.660937,0.739583,0.707812,0.904167,0.667188,0.902083,0.703125,0.91875,0.66875,0.914583,0.720312,0.970833,0.673437,0.958333,0.82,0.85823,0.86,0.86
70,'2024/11/10 10:49:57:153',3,0.68125,0.270833,0.685938,0.254167,0.690625,0.254167,0.69375,0.254167,0.675,0.25625,0.670313,0.25625,0.665625,0.25625,0.7,0.260417,0.664063,0.2625,0.689062,0.285417,0.675,0.283333,0.734375,0.322917,0.640625,0.333333,0.739062,0.208333,0.615625,0.222917,0.720312,0.089583,0.632813,0.104167,0.714063,0.054167,0.632813,0.077083,0.707812,0.052083,0.639063,0.070833,0.70625,0.0625,0.642187,0.079167,0.71875,0.558333,0.653125,0.5625,0.717188,0.741667,0.660937,0.7375,0.707812,0.902083,0.667188,0.902083,0.703125,0.916667,0.66875,0.914583,0.720312,0.970833,0.673437,0.958333,0.82,0.85823,0.86,0.86
71,'2024/11/10 10:49:57:198',3,0.68125,0.270833,0.685938,0.254167,0.690625,0.254167,0.69375,0.254167,0.675,0.25625,0.670313,0.25625,0.665625,0.25625,0.701563,0.2625,0.664063,0.2625,0.689062,0.285417,0.675,0.283333,0.734375,0.322917,0.640625,0.333333,0.739062,0.208333,0.615625,0.222917,0.720312,0.089583,0.632813,0.104167,0.714063,0.054167,0.632813,0.077083,0.707812,0.052083,0.639063,0.070833,0.704687,0.0625,0.642187,0.079167,0.71875,0.558333,0.653125,0.5625,0.717188,0.741667,0.660937,0.7375,0.707812,0.902083,0.667188,0.902083,0.703125,0.916667,0.66875,0.916667,0.720312,0.970833,0.673437,0.958333,0.82,0.85823,0.86,0.86
72,'2024/11/10 10:49:57:249',3,0.68125,0.270833,0.685938,0.25625,0.690625,0.254167,0.69375,0.254167,0.675,0.25625,0.670313,0.25625,0.667188,0.25625,0.701563,0.2625,0.664063,0.2625,0.689062,0.285417,0.676562,0.283333,0.734375,0.322917,0.640625,0.333333,0.739062,0.208333,0.615625,0.222917,0.720312,0.089583,0.632813,0.104167,0.714063,0.054167,0.632813,0.077083,0.707812,0.052083,0.639063,0.070833,0.704687,0.0625,0.642187,0.079167,0.71875,0.558333,0.653125,0.5625,0.717188,0.741667,0.660937,0.739583,0.707812,0.904167,0.667188,0.902083,0.703125,0.91875,0.66875,0.916667,0.720312,0.970833,0.673437,0.958333,0.82,0.85823,0.86,0.86
73,'2024/11/10 10:51:16:170',4,0.589063,0.425,0.592188,0.408333,0.595312,0.40625,0.598437,0.404167,0.58125,0.416667,0.578125,0.41875,0.575,0.41875,0.607813,0.404167,0.578125,0.422917,0.601563,0.433333,0.589063,0.439583,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.634375,0.577083,0.635938,0.59375,0.640625,0.591667,0.65,0.610417,0.642187,0.58125,0.654688,0.595833,0.640625,0.579167,0.651563,0.589583,0.701563,0.572917,0.653125,0.577083,0.685938,0.702083,0.65,0.704167,0.673437,0.822917,0.654688,0.825,0.678125,0.841667,0.660937,0.839583,0.660937,0.86875,0.63125,0.86875,0.12,0.15,0.06,0.06
74,'2024/11/10 10:51:16:212',4,0.589063,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.58125,0.414583,0.578125,0.416667,0.576563,0.41875,0.609375,0.404167,0.578125,0.422917,0.603125,0.43125,0.589063,0.439583,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.635938,0.59375,0.640625,0.591667,0.65,0.610417,0.642187,0.583333,0.654688,0.595833,0.642187,0.579167,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.702083,0.65,0.704167,0.673437,0.822917,0.654688,0.825,0.678125,0.841667,0.660937,0.839583,0.660937,0.86875,0.63125,0.86875,0.12,0.15,0.06,0.06
75,'2024/11/10 10:51:16:252',4,0.589063,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.58125,0.414583,0.578125,0.416667,0.576563,0.41875,0.609375,0.404167,0.578125,0.422917,0.603125,0.43125,0.589063,0.439583,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.635938,0.59375,0.642187,0.59375,0.65,0.610417,0.642187,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.704167,0.65,0.704167,0.673437,0.822917,0.654688,0.827083,0.678125,0.841667,0.660937,0.839583,0.660937,0.86875,0.63125,0.86875,0.12,0.15,0.06,0.06
76,'2024/11/10 10:51:16:292',4,0.589063,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.58125,0.414583,0.578125,0.416667,0.576563,0.41875,0.609375,0.404167,0.578125,0.422917,0.603125,0.43125,0.589063,0.4375,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.635938,0.59375,0.642187,0.59375,0.65,0.610417,0.642187,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.704167,0.65,0.70625,0.673437,0.822917,0.654688,0.827083,0.678125,0.841667,0.660937,0.839583,0.660937,0.86875,0.63125,0.86875,0.12,0.15,0.06,0.06
77,'2024/11/10 10:51:16:333',4,0.590625,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.58125,0.414583,0.579687,0.416667,0.576563,0.41875,0.609375,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.4375,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.635938,0.59375,0.640625,0.591667,0.65,0.610417,0.642187,0.583333,0.654688,0.595833,0.642187,0.579167,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.704167,0.65,0.70625,0.673437,0.822917,0.654688,0.827083,0.678125,0.841667,0.660937,0.839583,0.660937,0.870833,0.632813,0.86875,0.12,0.15,0.06,0.06
78,'2024/11/10 10:51:16:371',4,0.590625,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.58125,0.414583,0.579687,0.416667,0.576563,0.41875,0.609375,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.4375,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.635938,0.59375,0.642187,0.59375,0.65,0.610417,0.64375,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.704167,0.65,0.704167,0.671875,0.822917,0.654688,0.827083,0.678125,0.841667,0.660937,0.839583,0.660937,0.870833,0.632813,0.86875,0.12,0.15,0.06,0.06
79,'2024/11/10 10:51:16:411',4,0.590625,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.582812,0.414583,0.579687,0.416667,0.576563,0.41875,0.609375,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.4375,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.635938,0.59375,0.642187,0.59375,0.65,0.610417,0.642187,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.704167,0.65,0.704167,0.671875,0.822917,0.654688,0.827083,0.678125,0.841667,0.660937,0.839583,0.660937,0.870833,0.632813,0.86875,0.12,0.15,0.06,0.06
80,'2024/11/10 10:51:16:450',4,0.590625,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.58125,0.414583,0.579687,0.416667,0.576563,0.41875,0.609375,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.4375,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.635938,0.59375,0.642187,0.59375,0.651563,0.610417,0.642187,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.653125,0.577083,0.685938,0.704167,0.65,0.704167,0.671875,0.822917,0.654688,0.827083,0.676562,0.841667,0.660937,0.839583,0.660937,0.870833,0.632813,0.86875,0.12,0.15,0.06,0.06
81,'2024/11/10 10:51:16:491',4,0.590625,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.58125,0.414583,0.579687,0.416667,0.576563,0.41875,0.609375,0.404167,0.578125,0.422917,0.603125,0.433333,0.590625,0.439583,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.6375,0.59375,0.642187,0.59375,0.651563,0.610417,0.642187,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.653125,0.577083,0.685938,0.702083,0.65,0.704167,0.671875,0.822917,0.654688,0.827083,0.678125,0.841667,0.660937,0.839583,0.664063,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
82,'2024/11/10 10:51:16:533',4,0.589063,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.58125,0.416667,0.579687,0.41875,0.576563,0.41875,0.607813,0.404167,0.578125,0.422917,0.603125,0.433333,0.590625,0.439583,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.6375,0.59375,0.642187,0.59375,0.651563,0.610417,0.642187,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.653125,0.577083,0.685938,0.702083,0.65,0.704167,0.673437,0.822917,0.654688,0.827083,0.678125,0.839583,0.660937,0.839583,0.664063,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
83,'2024/11/10 10:51:16:572',4,0.589063,0.425,0.592188,0.408333,0.596875,0.40625,0.6,0.404167,0.58125,0.416667,0.579687,0.41875,0.576563,0.41875,0.607813,0.404167,0.578125,0.422917,0.603125,0.433333,0.590625,0.439583,0.654688,0.45625,0.584375,0.470833,0.657812,0.55,0.596875,0.560417,0.635938,0.58125,0.6375,0.59375,0.642187,0.59375,0.651563,0.610417,0.64375,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.653125,0.577083,0.685938,0.702083,0.65,0.702083,0.671875,0.822917,0.654688,0.827083,0.678125,0.841667,0.660937,0.839583,0.6625,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
84,'2024/11/10 10:51:16:612',4,0.589063,0.425,0.592188,0.408333,0.595312,0.40625,0.6,0.404167,0.58125,0.416667,0.579687,0.41875,0.576563,0.41875,0.607813,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.439583,0.654688,0.45625,0.584375,0.472917,0.657812,0.55,0.596875,0.560417,0.635938,0.58125,0.6375,0.59375,0.642187,0.59375,0.651563,0.610417,0.64375,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.704167,0.65,0.702083,0.671875,0.822917,0.654688,0.827083,0.676562,0.839583,0.660937,0.839583,0.6625,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
85,'2024/11/10 10:51:16:650',4,0.589063,0.425,0.592188,0.408333,0.595312,0.40625,0.6,0.404167,0.58125,0.416667,0.579687,0.41875,0.576563,0.420833,0.607813,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.439583,0.654688,0.45625,0.584375,0.472917,0.657812,0.547917,0.596875,0.560417,0.635938,0.579167,0.6375,0.59375,0.642187,0.59375,0.651563,0.610417,0.642187,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.702083,0.65,0.702083,0.671875,0.822917,0.654688,0.827083,0.678125,0.839583,0.660937,0.839583,0.6625,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
86,'2024/11/10 10:51:16:691',4,0.589063,0.425,0.592188,0.408333,0.595312,0.40625,0.6,0.404167,0.58125,0.416667,0.579687,0.41875,0.576563,0.420833,0.607813,0.404167,0.578125,0.422917,0.603125,0.433333,0.590625,0.439583,0.654688,0.45625,0.584375,0.472917,0.657812,0.55,0.596875,0.560417,0.635938,0.579167,0.6375,0.59375,0.642187,0.59375,0.651563,0.610417,0.642187,0.585417,0.654688,0.595833,0.642187,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.702083,0.65,0.7,0.671875,0.820833,0.654688,0.825,0.678125,0.839583,0.660937,0.839583,0.6625,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
87,'2024/11/10 10:51:16:730',4,0.589063,0.425,0.592188,0.408333,0.595312,0.40625,0.598437,0.404167,0.58125,0.416667,0.579687,0.41875,0.576563,0.420833,0.607813,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.439583,0.654688,0.45625,0.584375,0.472917,0.657812,0.547917,0.596875,0.560417,0.635938,0.579167,0.6375,0.59375,0.64375,0.59375,0.651563,0.610417,0.64375,0.585417,0.65625,0.595833,0.64375,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.579167,0.685938,0.702083,0.65,0.7,0.671875,0.822917,0.654688,0.825,0.678125,0.841667,0.660937,0.839583,0.6625,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
88,'2024/11/10 10:51:16:766',4,0.589063,0.425,0.592188,0.408333,0.595312,0.40625,0.598437,0.404167,0.58125,0.416667,0.579687,0.41875,0.576563,0.420833,0.607813,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.439583,0.654688,0.45625,0.584375,0.472917,0.657812,0.547917,0.596875,0.560417,0.635938,0.58125,0.6375,0.59375,0.64375,0.59375,0.651563,0.610417,0.64375,0.585417,0.65625,0.595833,0.64375,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.702083,0.65,0.7,0.671875,0.822917,0.654688,0.825,0.678125,0.841667,0.660937,0.839583,0.6625,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
89,'2024/11/10 10:51:16:814',4,0.589063,0.425,0.592188,0.408333,0.595312,0.40625,0.598437,0.404167,0.58125,0.416667,0.579687,0.41875,0.576563,0.420833,0.607813,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.439583,0.654688,0.454167,0.584375,0.472917,0.657812,0.547917,0.596875,0.560417,0.635938,0.58125,0.6375,0.59375,0.64375,0.59375,0.651563,0.610417,0.64375,0.585417,0.65625,0.595833,0.64375,0.58125,0.653125,0.589583,0.701563,0.572917,0.654688,0.577083,0.685938,0.702083,0.65,0.7,0.671875,0.822917,0.654688,0.825,0.678125,0.841667,0.660937,0.839583,0.6625,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
90,'2024/11/10 10:51:16:851',4,0.589063,0.425,0.592188,0.408333,0.595312,0.40625,0.598437,0.404167,0.58125,0.416667,0.579687,0.41875,0.576563,0.420833,0.607813,0.404167,0.578125,0.422917,0.603125,0.43125,0.590625,0.439583,0.654688,0.45625,0.584375,0.472917,0.657812,0.547917,0.596875,0.560417,0.635938,0.58125,0.6375,0.59375,0.64375,0.59375,0.651563,0.610417,0.64375,0.585417,0.65625,0.595833,0.64375,0.58125,0.651563,0.589583,0.701563,0.572917,0.654688,0.579167,0.685938,0.702083,0.65,0.7,0.673437,0.822917,0.654688,0.827083,0.678125,0.841667,0.660937,0.839583,0.6625,0.86875,0.632813,0.86875,0.12,0.15,0.06,0.06
