@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
21,'2024/11/10 10:49:50:553',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.3625,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.442187,0.333333,0.503125,0.260417,0.448438,0.260417,0.501562,0.24375,0.448438,0.245833,0.496875,0.241667,0.453125,0.241667,0.495313,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.658333,0.454688,0.652083,0.485938,0.739583,0.446875,0.7125,0.484375,0.75,0.446875,0.720833,0.492188,0.764583,0.445313,0.739583,0.82,0.85823,0.86,0.86
22,'2024/11/10 10:49:50:592',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.3625,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.442187,0.333333,0.503125,0.260417,0.45,0.260417,0.501562,0.24375,0.448438,0.245833,0.496875,0.24375,0.453125,0.24375,0.495313,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.658333,0.454688,0.65,0.485938,0.7375,0.446875,0.7125,0.482812,0.747917,0.446875,0.720833,0.490625,0.764583,0.445313,0.7375,0.82,0.85823,0.86,0.86
23,'2024/11/10 10:49:50:633',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.3625,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.442187,0.333333,0.503125,0.260417,0.45,0.260417,0.501562,0.24375,0.448438,0.245833,0.496875,0.24375,0.454688,0.24375,0.495313,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.4875,0.658333,0.454688,0.65,0.484375,0.741667,0.446875,0.71875,0.482812,0.752083,0.446875,0.727083,0.490625,0.766667,0.445313,0.745833,0.82,0.85823,0.86,0.86
24,'2024/11/10 10:49:50:678',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.3625,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.442187,0.333333,0.503125,0.260417,0.45,0.260417,0.5,0.24375,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.495313,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.4875,0.658333,0.454688,0.65,0.484375,0.741667,0.445313,0.71875,0.482812,0.752083,0.445313,0.727083,0.490625,0.76875,0.44375,0.745833,0.82,0.85823,0.86,0.86
25,'2024/11/10 10:49:50:724',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.3625,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.442187,0.333333,0.503125,0.260417,0.45,0.260417,0.5,0.24375,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.495313,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.4875,0.658333,0.454688,0.65,0.484375,0.739583,0.446875,0.716667,0.482812,0.75,0.445313,0.722917,0.490625,0.764583,0.44375,0.741667,0.82,0.85823,0.86,0.86
26,'2024/11/10 10:49:50:765',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.442187,0.333333,0.503125,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.495313,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.4875,0.658333,0.454688,0.65,0.484375,0.739583,0.446875,0.714583,0.482812,0.747917,0.446875,0.722917,0.490625,0.764583,0.445313,0.741667,0.82,0.85823,0.86,0.86
27,'2024/11/10 10:49:50:802',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.442187,0.333333,0.503125,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.241667,0.495313,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.4875,0.658333,0.454688,0.652083,0.484375,0.74375,0.446875,0.722917,0.482812,0.754167,0.445313,0.73125,0.490625,0.770833,0.445313,0.75,0.82,0.85823,0.86,0.86
28,'2024/11/10 10:49:50:859',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.442187,0.333333,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.495313,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.4875,0.658333,0.454688,0.652083,0.484375,0.735417,0.446875,0.710417,0.482812,0.74375,0.446875,0.716667,0.490625,0.760417,0.445313,0.735417,0.82,0.85823,0.86,0.86
29,'2024/11/10 10:49:50:898',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.44375,0.333333,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.4875,0.658333,0.454688,0.652083,0.484375,0.733333,0.446875,0.70625,0.482812,0.741667,0.446875,0.7125,0.490625,0.758333,0.446875,0.73125,0.82,0.85823,0.86,0.86
30,'2024/11/10 10:49:50:938',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.44375,0.333333,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.4875,0.658333,0.454688,0.652083,0.484375,0.73125,0.448438,0.70625,0.482812,0.739583,0.448438,0.710417,0.490625,0.75625,0.448438,0.73125,0.82,0.85823,0.86,0.86
31,'2024/11/10 10:49:50:979',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.329167,0.44375,0.333333,0.501562,0.260417,0.45,0.258333,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.241667,0.49375,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.658333,0.454688,0.652083,0.484375,0.73125,0.448438,0.70625,0.482812,0.741667,0.448438,0.7125,0.490625,0.758333,0.448438,0.73125,0.82,0.85823,0.86,0.86
32,'2024/11/10 10:49:51:019',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.40625,0.453125,0.40625,0.510938,0.33125,0.44375,0.333333,0.501562,0.260417,0.45,0.258333,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.241667,0.49375,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.658333,0.454688,0.652083,0.484375,0.733333,0.448438,0.70625,0.482812,0.741667,0.448438,0.7125,0.490625,0.758333,0.448438,0.733333,0.82,0.85823,0.86,0.86
33,'2024/11/10 10:49:51:061',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.333333,0.501562,0.260417,0.45,0.258333,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.241667,0.49375,0.25,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.65625,0.454688,0.652083,0.482812,0.71875,0.448438,0.697917,0.482812,0.73125,0.448438,0.702083,0.490625,0.75,0.448438,0.722917,0.82,0.85823,0.86,0.86
34,'2024/11/10 10:49:51:101',2,0.475,0.372917,0.479688,0.364583,0.482812,0.364583,0.485938,0.3625,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.364583,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.333333,0.501562,0.260417,0.45,0.258333,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.241667,0.49375,0.25,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.65625,0.454688,0.652083,0.482812,0.722917,0.448438,0.7,0.482812,0.735417,0.448438,0.704167,0.490625,0.754167,0.448438,0.725,0.82,0.85823,0.86,0.86
35,'2024/11/10 10:49:51:147',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.329167,0.44375,0.333333,0.501562,0.260417,0.45,0.258333,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.25,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.65625,0.454688,0.652083,0.484375,0.725,0.448438,0.702083,0.482812,0.735417,0.448438,0.70625,0.490625,0.754167,0.448438,0.727083,0.82,0.85823,0.86,0.86
36,'2024/11/10 10:49:51:185',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.333333,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.25,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.65625,0.454688,0.652083,0.484375,0.725,0.448438,0.702083,0.482812,0.735417,0.448438,0.708333,0.490625,0.754167,0.448438,0.727083,0.82,0.85823,0.86,0.86
37,'2024/11/10 10:49:51:260',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.25,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.658333,0.454688,0.652083,0.484375,0.73125,0.448438,0.70625,0.482812,0.741667,0.446875,0.7125,0.490625,0.758333,0.446875,0.733333,0.82,0.85823,0.86,0.86
38,'2024/11/10 10:49:51:307',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.467187,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.25,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.658333,0.454688,0.652083,0.484375,0.733333,0.446875,0.708333,0.482812,0.74375,0.446875,0.714583,0.490625,0.760417,0.446875,0.735417,0.82,0.85823,0.86,0.86
39,'2024/11/10 10:49:51:346',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.467187,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.25,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.65625,0.454688,0.65,0.484375,0.729167,0.448438,0.70625,0.482812,0.7375,0.448438,0.7125,0.490625,0.75625,0.448438,0.73125,0.82,0.85823,0.86,0.86
40,'2024/11/10 10:49:51:385',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.25,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.65625,0.454688,0.65,0.484375,0.729167,0.448438,0.704167,0.482812,0.7375,0.448438,0.710417,0.489062,0.754167,0.448438,0.729167,0.82,0.85823,0.86,0.86
41,'2024/11/10 10:49:51:422',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.247917,0.45625,0.247917,0.495313,0.554167,0.45625,0.545833,0.489062,0.65625,0.454688,0.65,0.484375,0.729167,0.448438,0.704167,0.482812,0.7375,0.448438,0.710417,0.489062,0.754167,0.448438,0.729167,0.82,0.85823,0.86,0.86
42,'2024/11/10 10:49:51:463',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.247917,0.45625,0.247917,0.495313,0.552083,0.45625,0.54375,0.489062,0.654167,0.454688,0.647917,0.484375,0.729167,0.448438,0.704167,0.482812,0.7375,0.448438,0.710417,0.489062,0.754167,0.448438,0.729167,0.82,0.85823,0.86,0.86
43,'2024/11/10 10:49:51:500',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.25,0.45625,0.247917,0.495313,0.552083,0.45625,0.54375,0.489062,0.65625,0.454688,0.647917,0.484375,0.729167,0.448438,0.704167,0.482812,0.7375,0.448438,0.710417,0.490625,0.754167,0.448438,0.729167,0.82,0.85823,0.86,0.86
44,'2024/11/10 10:49:51:540',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.25,0.45625,0.247917,0.495313,0.552083,0.45625,0.54375,0.489062,0.654167,0.454688,0.647917,0.484375,0.729167,0.448438,0.704167,0.482812,0.7375,0.448438,0.710417,0.490625,0.754167,0.448438,0.729167,0.82,0.85823,0.86,0.86
45,'2024/11/10 10:49:51:580',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.454688,0.24375,0.49375,0.25,0.45625,0.247917,0.495313,0.552083,0.45625,0.54375,0.489062,0.654167,0.454688,0.647917,0.484375,0.729167,0.448438,0.704167,0.482812,0.7375,0.448438,0.710417,0.490625,0.754167,0.45,0.729167,0.82,0.85823,0.86,0.86
46,'2024/11/10 10:49:51:646',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.453125,0.24375,0.49375,0.25,0.454688,0.247917,0.495313,0.552083,0.45625,0.54375,0.489062,0.654167,0.454688,0.647917,0.482812,0.725,0.448438,0.704167,0.482812,0.7375,0.448438,0.710417,0.490625,0.754167,0.448438,0.729167,0.82,0.85823,0.86,0.86
47,'2024/11/10 10:49:51:685',2,0.475,0.375,0.479688,0.364583,0.482812,0.364583,0.485938,0.364583,0.471875,0.364583,0.46875,0.364583,0.467187,0.364583,0.490625,0.364583,0.465625,0.366667,0.482812,0.38125,0.471875,0.38125,0.50625,0.404167,0.453125,0.40625,0.510938,0.33125,0.44375,0.335417,0.501562,0.260417,0.45,0.260417,0.5,0.245833,0.45,0.245833,0.495313,0.24375,0.453125,0.24375,0.49375,0.25,0.454688,0.247917,0.495313,0.552083,0.45625,0.54375,0.489062,0.654167,0.454688,0.647917,0.48125,0.71875,0.448438,0.702083,0.482812,0.735417,0.448438,0.708333,0.490625,0.754167,0.448438,0.729167,0.82,0.85823,0.86,0.86
48,'2024/11/10 10:49:56:164',3,0.673437,0.272917,0.679688,0.258333,0.682813,0.258333,0.6875,0.258333,0.667188,0.258333,0.6625,0.258333,0.659375,0.258333,0.695313,0.264583,0.65625,0.264583,0.68125,0.2875,0.667188,0.285417,0.728125,0.322917,0.634375,0.335417,0.735937,0.2125,0.610937,0.222917,0.714063,0.091667,0.626562,0.10625,0.707812,0.058333,0.628125,0.079167,0.7,0.054167,0.632813,0.072917,0.698438,0.066667,0.635938,0.08125,0.714063,0.558333,0.646875,0.5625,0.715625,0.747917,0.659375,0.745833,0.709375,0.9,0.667188,0.902083,0.703125,0.914583,0.66875,0.916667,0.720312,0.96875,0.675,0.964583,0.82,0.85823,0.86,0.86
49,'2024/11/10 10:49:56:204',3,0.673437,0.272917,0.679688,0.258333,0.682813,0.258333,0.6875,0.258333,0.667188,0.258333,0.6625,0.258333,0.659375,0.258333,0.695313,0.264583,0.65625,0.264583,0.68125,0.2875,0.667188,0.285417,0.728125,0.322917,0.634375,0.335417,0.735937,0.2125,0.610937,0.222917,0.714063,0.091667,0.628125,0.104167,0.709375,0.058333,0.628125,0.077083,0.701563,0.054167,0.634375,0.070833,0.7,0.064583,0.6375,0.079167,0.714063,0.558333,0.648438,0.5625,0.715625,0.747917,0.659375,0.74375,0.709375,0.9,0.667188,0.902083,0.703125,0.9125,0.66875,0.916667,0.720312,0.96875,0.675,0.964583,0.82,0.85823,0.86,0.86
50,'2024/11/10 10:49:56:246',3,0.673437,0.272917,0.679688,0.258333,0.684375,0.25625,0.6875,0.25625,0.667188,0.258333,0.6625,0.258333,0.659375,0.258333,0.695313,0.264583,0.657812,0.264583,0.68125,0.2875,0.66875,0.285417,0.728125,0.322917,0.634375,0.335417,0.735937,0.2125,0.610937,0.222917,0.715625,0.091667,0.628125,0.104167,0.709375,0.05625,0.628125,0.077083,0.703125,0.052083,0.634375,0.070833,0.7,0.064583,0.6375,0.079167,0.714063,0.558333,0.648438,0.5625,0.715625,0.747917,0.659375,0.745833,0.709375,0.9,0.667188,0.904167,0.703125,0.914583,0.66875,0.916667,0.721875,0.970833,0.675,0.964583,0.82,0.85823,0.86,0.86
51,'2024/11/10 10:49:56:287',3,0.673437,0.272917,0.679688,0.258333,0.684375,0.25625,0.6875,0.25625,0.667188,0.258333,0.6625,0.258333,0.659375,0.258333,0.695313,0.264583,0.657812,0.264583,0.682813,0.2875,0.66875,0.285417,0.729688,0.322917,0.635938,0.335417,0.735937,0.2125,0.610937,0.222917,0.715625,0.089583,0.628125,0.104167,0.710938,0.05625,0.628125,0.077083,0.703125,0.052083,0.634375,0.070833,0.701563,0.064583,0.6375,0.079167,0.714063,0.558333,0.648438,0.5625,0.715625,0.747917,0.659375,0.745833,0.709375,0.902083,0.667188,0.904167,0.703125,0.916667,0.66875,0.916667,0.721875,0.970833,0.675,0.964583,0.82,0.85823,0.86,0.86
52,'2024/11/10 10:49:56:333',3,0.675,0.272917,0.679688,0.25625,0.684375,0.25625,0.6875,0.25625,0.66875,0.258333,0.664063,0.258333,0.659375,0.258333,0.695313,0.2625,0.657812,0.264583,0.682813,0.285417,0.66875,0.285417,0.729688,0.322917,0.635938,0.333333,0.735937,0.210417,0.610937,0.222917,0.717188,0.089583,0.628125,0.104167,0.710938,0.05625,0.629687,0.077083,0.703125,0.052083,0.635938,0.070833,0.701563,0.064583,0.639063,0.079167,0.714063,0.558333,0.648438,0.5625,0.717188,0.747917,0.660937,0.745833,0.709375,0.904167,0.667188,0.904167,0.703125,0.91875,0.66875,0.91875,0.723437,0.972917,0.675,0.964583,0.82,0.85823,0.86,0.86
53,'2024/11/10 10:49:56:371',3,0.675,0.270833,0.679688,0.25625,0.684375,0.25625,0.689062,0.254167,0.66875,0.258333,0.664063,0.258333,0.660937,0.258333,0.696875,0.2625,0.657812,0.264583,0.682813,0.285417,0.66875,0.283333,0.729688,0.322917,0.635938,0.333333,0.735937,0.210417,0.610937,0.222917,0.717188,0.089583,0.628125,0.104167,0.7125,0.05625,0.629687,0.077083,0.704687,0.052083,0.635938,0.070833,0.701563,0.0625,0.639063,0.079167,0.715625,0.558333,0.648438,0.5625,0.717188,0.747917,0.660937,0.745833,0.709375,0.904167,0.667188,0.904167,0.703125,0.91875,0.66875,0.91875,0.723437,0.972917,0.675,0.964583,0.82,0.85823,0.86,0.86
54,'2024/11/10 10:49:56:447',3,0.675,0.270833,0.679688,0.25625,0.684375,0.254167,0.689062,0.254167,0.66875,0.25625,0.664063,0.25625,0.660937,0.25625,0.696875,0.2625,0.659375,0.264583,0.682813,0.285417,0.66875,0.283333,0.729688,0.322917,0.635938,0.333333,0.7375,0.210417,0.610937,0.222917,0.717188,0.089583,0.629687,0.104167,0.7125,0.05625,0.629687,0.077083,0.704687,0.052083,0.635938,0.070833,0.703125,0.0625,0.639063,0.079167,0.715625,0.558333,0.648438,0.5625,0.717188,0.747917,0.660937,0.747917,0.709375,0.904167,0.667188,0.904167,0.703125,0.91875,0.66875,0.91875,0.723437,0.972917,0.675,0.964583,0.82,0.85823,0.86,0.86
55,'2024/11/10 10:49:56:487',3,0.675,0.270833,0.68125,0.254167,0.684375,0.254167,0.689062,0.254167,0.66875,0.25625,0.664063,0.25625,0.660937,0.25625,0.696875,0.2625,0.659375,0.264583,0.682813,0.285417,0.670313,0.283333,0.729688,0.322917,0.635938,0.333333,0.735937,0.210417,0.610937,0.222917,0.71875,0.089583,0.629687,0.104167,0.7125,0.05625,0.629687,0.077083,0.704687,0.052083,0.635938,0.070833,0.703125,0.0625,0.639063,0.079167,0.715625,0.558333,0.65,0.5625,0.717188,0.747917,0.660937,0.747917,0.709375,0.904167,0.667188,0.904167,0.703125,0.91875,0.66875,0.91875,0.723437,0.972917,0.676562,0.9625,0.82,0.85823,0.86,0.86
