@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
146,'2024/11/09 12:20:08:257',5,0.2,0.108333,0.204688,0.1,0.209375,0.102083,0.2125,0.104167,0.19375,0.097917,0.190625,0.097917,0.185937,0.097917,0.215625,0.116667,0.179688,0.110417,0.207813,0.129167,0.189063,0.125,0.242188,0.220833,0.128125,0.1875,0.285937,0.308333,0.0625,0.229167,0.339063,0.358333,0.010937,0.291667,0.3625,0.377083,-0.004688,0.310417,0.360938,0.377083,0,0.31875,0.353125,0.372917,0.009375,0.314583,0.20625,0.408333,0.1375,0.404167,0.232812,0.539583,0.120312,0.55,0.25,0.68125,0.128125,0.679167,0.254687,0.695833,0.1375,0.691667,0.25625,0.727083,0.126563,0.73125,0.882011,0.655227,0.26654,0.480518,0.82405
147,'2024/11/09 12:20:08:298',5,0.198437,0.108333,0.204688,0.1,0.207813,0.102083,0.2125,0.104167,0.192188,0.097917,0.1875,0.097917,0.184375,0.1,0.215625,0.116667,0.178125,0.1125,0.20625,0.13125,0.189063,0.127083,0.242188,0.220833,0.129688,0.1875,0.285937,0.310417,0.060938,0.229167,0.339063,0.360417,0.007813,0.29375,0.360938,0.377083,-0.009375,0.310417,0.360938,0.377083,-0.003125,0.316667,0.351563,0.372917,0.00625,0.3125,0.204688,0.408333,0.135937,0.40625,0.23125,0.541667,0.123438,0.547917,0.25,0.68125,0.128125,0.68125,0.254687,0.695833,0.140625,0.69375,0.253125,0.727083,0.126563,0.735417,0.882011,0.655227,0.26654,0.480518,0.82405
148,'2024/11/09 12:20:08:339',5,0.189063,0.110417,0.196875,0.102083,0.2,0.104167,0.204688,0.104167,0.184375,0.1,0.18125,0.1,0.176563,0.1,0.207813,0.11875,0.171875,0.1125,0.198437,0.13125,0.18125,0.127083,0.235938,0.222917,0.121875,0.189583,0.279687,0.3125,0.054688,0.233333,0.332812,0.364583,0,0.29375,0.354688,0.385417,-0.021875,0.308333,0.351563,0.3875,-0.017188,0.316667,0.34375,0.38125,-0.004688,0.3125,0.198437,0.410417,0.13125,0.408333,0.228125,0.541667,0.117188,0.558333,0.248437,0.68125,0.129688,0.683333,0.253125,0.697917,0.14375,0.7,0.251563,0.727083,0.126563,0.741667,0.882011,0.655227,0.26654,0.480518,0.82405
149,'2024/11/09 12:20:08:381',5,0.182812,0.110417,0.190625,0.102083,0.195313,0.104167,0.198437,0.104167,0.178125,0.1,0.175,0.1,0.171875,0.1,0.204688,0.11875,0.167187,0.1125,0.190625,0.13125,0.175,0.127083,0.23125,0.222917,0.117188,0.191667,0.276563,0.3125,0.051562,0.235417,0.329688,0.366667,-0.00625,0.29375,0.35,0.389583,-0.028125,0.308333,0.348437,0.389583,-0.023438,0.314583,0.339063,0.385417,-0.009375,0.310417,0.196875,0.410417,0.128125,0.4125,0.226563,0.54375,0.115625,0.566667,0.248437,0.68125,0.129688,0.685417,0.253125,0.697917,0.145313,0.702083,0.251563,0.727083,0.128125,0.747917,0.882011,0.655227,0.26654,0.480518,0.82405
150,'2024/11/09 12:20:08:421',5,0.179688,0.110417,0.185937,0.102083,0.190625,0.104167,0.195313,0.10625,0.175,0.1,0.170312,0.102083,0.167187,0.102083,0.2,0.11875,0.1625,0.114583,0.1875,0.13125,0.170312,0.127083,0.228125,0.222917,0.115625,0.191667,0.273438,0.3125,0.05,0.2375,0.326562,0.36875,-0.009375,0.29375,0.346875,0.39375,-0.032812,0.310417,0.34375,0.39375,-0.028125,0.314583,0.335938,0.3875,-0.015625,0.310417,0.19375,0.410417,0.126563,0.4125,0.225,0.54375,0.115625,0.570833,0.248437,0.683333,0.13125,0.689583,0.251563,0.697917,0.148438,0.70625,0.251563,0.729167,0.128125,0.75,0.882011,0.655227,0.26654,0.480518,0.82405
151,'2024/11/09 12:20:08:465',5,0.170312,0.110417,0.176563,0.104167,0.18125,0.104167,0.185937,0.10625,0.165625,0.102083,0.160938,0.102083,0.157813,0.104167,0.192188,0.120833,0.151562,0.11875,0.179688,0.133333,0.1625,0.129167,0.221875,0.222917,0.109375,0.204167,0.273438,0.3125,0.046875,0.25625,0.325,0.370833,-0.010937,0.304167,0.34375,0.397917,-0.035937,0.316667,0.3375,0.402083,-0.035937,0.316667,0.329688,0.391667,-0.025,0.316667,0.192188,0.4125,0.123438,0.416667,0.220313,0.55,0.1125,0.56875,0.24375,0.6875,0.129688,0.689583,0.246875,0.702083,0.146875,0.70625,0.25,0.73125,0.121875,0.747917,0.882011,0.655227,0.26654,0.480518,0.82405
152,'2024/11/09 12:20:08:505',5,0.165625,0.1125,0.171875,0.104167,0.176563,0.10625,0.18125,0.108333,0.160938,0.104167,0.157813,0.104167,0.153125,0.10625,0.1875,0.120833,0.148438,0.11875,0.175,0.133333,0.157813,0.13125,0.21875,0.222917,0.107813,0.2125,0.273438,0.310417,0.046875,0.26875,0.325,0.36875,-0.014062,0.31875,0.342187,0.395833,-0.035937,0.329167,0.335938,0.4,-0.0375,0.33125,0.328125,0.389583,-0.026563,0.327083,0.190625,0.414583,0.123438,0.420833,0.21875,0.55,0.110937,0.56875,0.242188,0.6875,0.129688,0.689583,0.246875,0.702083,0.146875,0.70625,0.248437,0.73125,0.121875,0.745833,0.882011,0.655227,0.26654,0.480518,0.82405
153,'2024/11/09 12:20:08:547',5,0.160938,0.1125,0.167187,0.10625,0.171875,0.10625,0.176563,0.108333,0.15625,0.10625,0.153125,0.10625,0.15,0.108333,0.184375,0.122917,0.146875,0.120833,0.16875,0.133333,0.153125,0.13125,0.220313,0.222917,0.10625,0.216667,0.276563,0.308333,0.046875,0.277083,0.326562,0.36875,-0.014062,0.327083,0.34375,0.39375,-0.0375,0.341667,0.335938,0.397917,-0.0375,0.339583,0.328125,0.3875,-0.026563,0.3375,0.190625,0.41875,0.123438,0.422917,0.217187,0.552083,0.109375,0.570833,0.242188,0.6875,0.129688,0.689583,0.248437,0.704167,0.146875,0.70625,0.245312,0.73125,0.123438,0.75,0.882011,0.655227,0.26654,0.480518,0.82405
154,'2024/11/09 12:20:08:587',5,0.159375,0.116667,0.167187,0.108333,0.171875,0.108333,0.175,0.110417,0.154687,0.108333,0.151562,0.108333,0.148438,0.110417,0.184375,0.125,0.146875,0.125,0.170312,0.1375,0.153125,0.135417,0.223438,0.222917,0.107813,0.21875,0.276563,0.30625,0.048437,0.28125,0.328125,0.366667,-0.0125,0.335417,0.345313,0.39375,-0.035937,0.35,0.3375,0.395833,-0.034375,0.35,0.329688,0.3875,-0.023438,0.345833,0.192188,0.422917,0.125,0.425,0.215625,0.554167,0.109375,0.570833,0.240625,0.6875,0.129688,0.689583,0.246875,0.702083,0.148438,0.70625,0.24375,0.73125,0.120312,0.75,0.882011,0.655227,0.26654,0.480518,0.82405
155,'2024/11/09 12:20:08:631',5,0.157813,0.11875,0.165625,0.110417,0.170312,0.110417,0.175,0.1125,0.154687,0.110417,0.151562,0.1125,0.148438,0.1125,0.184375,0.125,0.146875,0.127083,0.16875,0.139583,0.151562,0.1375,0.225,0.222917,0.109375,0.220833,0.28125,0.304167,0.05,0.289583,0.329688,0.366667,-0.009375,0.34375,0.346875,0.391667,-0.032812,0.35625,0.340625,0.395833,-0.03125,0.354167,0.33125,0.3875,-0.01875,0.352083,0.192188,0.425,0.125,0.425,0.214062,0.554167,0.110937,0.570833,0.240625,0.6875,0.129688,0.689583,0.246875,0.702083,0.148438,0.70625,0.242188,0.73125,0.115625,0.75,0.882011,0.655227,0.26654,0.480518,0.82405
156,'2024/11/09 12:20:08:679',5,0.157813,0.120833,0.164063,0.1125,0.16875,0.1125,0.173438,0.1125,0.153125,0.1125,0.15,0.1125,0.146875,0.114583,0.182812,0.127083,0.145313,0.127083,0.16875,0.139583,0.151562,0.1375,0.225,0.222917,0.109375,0.222917,0.282813,0.304167,0.051562,0.291667,0.329688,0.366667,-0.007813,0.34375,0.348437,0.391667,-0.03125,0.35625,0.340625,0.39375,-0.029687,0.35625,0.332812,0.385417,-0.017188,0.352083,0.192188,0.425,0.125,0.425,0.214062,0.55625,0.110937,0.56875,0.240625,0.6875,0.129688,0.691667,0.248437,0.702083,0.148438,0.70625,0.24375,0.73125,0.117188,0.752083,0.882011,0.655227,0.26654,0.480518,0.82405
157,'2024/11/09 12:20:23:208',6,0.459375,0.20625,0.473437,0.185417,0.479688,0.185417,0.485938,0.183333,0.460938,0.185417,0.459375,0.185417,0.45625,0.185417,0.507813,0.197917,0.467187,0.19375,0.470313,0.229167,0.459375,0.227083,0.534375,0.314583,0.470313,0.3,0.498437,0.479167,0.432813,0.435417,0.45,0.560417,0.39375,0.5125,0.44375,0.59375,0.373437,0.535417,0.425,0.5875,0.373437,0.529167,0.425,0.577083,0.384375,0.520833,0.540625,0.595833,0.475,0.575,0.467187,0.76875,0.390625,0.635417,0.510938,0.858333,0.451562,0.827083,0.526563,0.872917,0.475,0.845833,0.48125,0.920833,0.434375,0.8875,0.203131,0.860607,0.677877,0.293357,0.410044
158,'2024/11/09 12:20:23:253',6,0.459375,0.20625,0.473437,0.185417,0.479688,0.185417,0.485938,0.183333,0.4625,0.185417,0.459375,0.185417,0.45625,0.185417,0.507813,0.197917,0.467187,0.19375,0.470313,0.229167,0.459375,0.227083,0.534375,0.3125,0.470313,0.302083,0.498437,0.477083,0.434375,0.435417,0.451562,0.560417,0.39375,0.5125,0.445313,0.59375,0.373437,0.533333,0.426562,0.5875,0.373437,0.529167,0.426562,0.579167,0.382813,0.520833,0.540625,0.595833,0.476563,0.577083,0.4625,0.766667,0.3875,0.633333,0.510938,0.858333,0.451562,0.827083,0.529688,0.872917,0.475,0.845833,0.48125,0.91875,0.434375,0.883333,0.203131,0.860607,0.677877,0.293357,0.410044
159,'2024/11/09 12:20:23:293',6,0.459375,0.20625,0.473437,0.185417,0.478125,0.183333,0.484375,0.183333,0.4625,0.185417,0.459375,0.185417,0.45625,0.185417,0.507813,0.197917,0.46875,0.19375,0.470313,0.229167,0.459375,0.227083,0.532812,0.3125,0.473437,0.302083,0.496875,0.475,0.435937,0.433333,0.453125,0.558333,0.39375,0.508333,0.446875,0.59375,0.373437,0.53125,0.428125,0.5875,0.373437,0.525,0.428125,0.579167,0.382813,0.51875,0.539063,0.595833,0.476563,0.577083,0.465625,0.766667,0.3875,0.6375,0.509375,0.858333,0.451562,0.827083,0.529688,0.875,0.473437,0.845833,0.479688,0.91875,0.432813,0.88125,0.203131,0.860607,0.677877,0.293357,0.410044
160,'2024/11/09 12:20:23:337',6,0.459375,0.20625,0.473437,0.183333,0.478125,0.183333,0.484375,0.183333,0.4625,0.185417,0.459375,0.185417,0.45625,0.185417,0.507813,0.197917,0.46875,0.19375,0.470313,0.229167,0.459375,0.227083,0.53125,0.310417,0.473437,0.3,0.498437,0.472917,0.435937,0.433333,0.453125,0.558333,0.39375,0.508333,0.445313,0.59375,0.373437,0.53125,0.428125,0.5875,0.373437,0.522917,0.426562,0.577083,0.382813,0.516667,0.5375,0.595833,0.475,0.575,0.465625,0.764583,0.389062,0.639583,0.509375,0.860417,0.451562,0.829167,0.529688,0.879167,0.473437,0.847917,0.48125,0.91875,0.432813,0.88125,0.203131,0.860607,0.677877,0.293357,0.410044
161,'2024/11/09 12:20:23:384',6,0.459375,0.204167,0.473437,0.183333,0.478125,0.183333,0.484375,0.183333,0.4625,0.183333,0.459375,0.183333,0.45625,0.183333,0.50625,0.197917,0.46875,0.191667,0.470313,0.227083,0.459375,0.227083,0.532812,0.310417,0.473437,0.3,0.498437,0.470833,0.435937,0.433333,0.45,0.560417,0.392188,0.504167,0.440625,0.59375,0.373437,0.527083,0.421875,0.5875,0.371875,0.520833,0.423438,0.577083,0.382813,0.514583,0.535937,0.59375,0.471875,0.575,0.476563,0.75625,0.389062,0.639583,0.509375,0.860417,0.451562,0.829167,0.528125,0.883333,0.473437,0.85,0.48125,0.91875,0.434375,0.88125,0.203131,0.860607,0.677877,0.293357,0.410044
162,'2024/11/09 12:20:23:427',6,0.460938,0.2,0.473437,0.179167,0.479688,0.18125,0.485938,0.18125,0.4625,0.179167,0.459375,0.179167,0.45625,0.179167,0.50625,0.195833,0.46875,0.189583,0.471875,0.225,0.459375,0.222917,0.532812,0.308333,0.473437,0.297917,0.496875,0.46875,0.435937,0.43125,0.435937,0.558333,0.392188,0.497917,0.41875,0.59375,0.371875,0.522917,0.404687,0.583333,0.371875,0.516667,0.40625,0.572917,0.38125,0.510417,0.534375,0.59375,0.46875,0.572917,0.479688,0.75,0.3875,0.6375,0.509375,0.858333,0.45,0.829167,0.526563,0.88125,0.473437,0.847917,0.479688,0.91875,0.434375,0.88125,0.203131,0.860607,0.677877,0.293357,0.410044
163,'2024/11/09 12:20:23:469',6,0.4625,0.195833,0.475,0.177083,0.48125,0.177083,0.489062,0.177083,0.4625,0.177083,0.459375,0.177083,0.45625,0.177083,0.507813,0.191667,0.46875,0.185417,0.473437,0.222917,0.460938,0.220833,0.534375,0.302083,0.471875,0.295833,0.496875,0.4625,0.435937,0.429167,0.425,0.55,0.389062,0.495833,0.407813,0.589583,0.36875,0.520833,0.39375,0.575,0.36875,0.514583,0.396875,0.558333,0.376563,0.508333,0.534375,0.589583,0.46875,0.570833,0.484375,0.741667,0.3875,0.6375,0.509375,0.858333,0.451562,0.827083,0.525,0.877083,0.473437,0.84375,0.478125,0.91875,0.4375,0.883333,0.203131,0.860607,0.677877,0.293357,0.410044
164,'2024/11/09 12:20:23:513',6,0.464063,0.1875,0.476563,0.16875,0.482812,0.16875,0.490625,0.170833,0.464063,0.16875,0.460938,0.16875,0.457812,0.170833,0.509375,0.185417,0.46875,0.18125,0.475,0.214583,0.4625,0.2125,0.5375,0.297917,0.470313,0.291667,0.498437,0.45625,0.435937,0.427083,0.415625,0.541667,0.385938,0.495833,0.396875,0.583333,0.365625,0.522917,0.382813,0.560417,0.365625,0.516667,0.3875,0.545833,0.373437,0.508333,0.5375,0.583333,0.46875,0.566667,0.504687,0.74375,0.4,0.670833,0.5125,0.858333,0.457812,0.822917,0.525,0.875,0.475,0.84375,0.484375,0.91875,0.439063,0.885417,0.203131,0.860607,0.677877,0.293357,0.410044
165,'2024/11/09 12:20:23:554',6,0.467187,0.185417,0.479688,0.166667,0.485938,0.166667,0.49375,0.166667,0.465625,0.166667,0.4625,0.166667,0.459375,0.166667,0.510938,0.18125,0.470313,0.177083,0.478125,0.210417,0.464063,0.208333,0.542188,0.297917,0.465625,0.2875,0.498437,0.452083,0.432813,0.427083,0.409375,0.527083,0.384375,0.5,0.390625,0.56875,0.364062,0.535417,0.376563,0.547917,0.3625,0.529167,0.38125,0.533333,0.370313,0.514583,0.539063,0.575,0.467187,0.5625,0.5125,0.741667,0.4125,0.683333,0.515625,0.85625,0.460938,0.822917,0.525,0.875,0.476563,0.84375,0.490625,0.920833,0.442187,0.8875,0.203131,0.860607,0.677877,0.293357,0.410044
166,'2024/11/09 12:20:23:600',6,0.478125,0.18125,0.490625,0.164583,0.498437,0.164583,0.504687,0.164583,0.475,0.164583,0.470313,0.164583,0.467187,0.164583,0.51875,0.175,0.473437,0.172917,0.492188,0.20625,0.473437,0.204167,0.554688,0.289583,0.45625,0.285417,0.520312,0.4375,0.425,0.422917,0.421875,0.51875,0.379687,0.491667,0.401563,0.558333,0.359375,0.529167,0.385938,0.539583,0.359375,0.51875,0.3875,0.525,0.36875,0.508333,0.540625,0.5625,0.465625,0.55625,0.545313,0.733333,0.425,0.691667,0.51875,0.860417,0.460938,0.827083,0.523438,0.879167,0.475,0.84375,0.49375,0.920833,0.442187,0.8875,0.203131,0.860607,0.677877,0.293357,0.410044
167,'2024/11/09 12:20:23:641',6,0.484375,0.175,0.496875,0.158333,0.504687,0.158333,0.510938,0.158333,0.479688,0.15625,0.475,0.15625,0.470313,0.158333,0.521875,0.170833,0.473437,0.166667,0.498437,0.202083,0.478125,0.2,0.559375,0.285417,0.453125,0.283333,0.528125,0.43125,0.420312,0.420833,0.445313,0.520833,0.378125,0.483333,0.425,0.5625,0.357812,0.516667,0.409375,0.54375,0.359375,0.510417,0.410937,0.53125,0.36875,0.5,0.540625,0.558333,0.464063,0.55,0.55,0.73125,0.426562,0.69375,0.520312,0.8625,0.460938,0.829167,0.523438,0.88125,0.475,0.84375,0.496875,0.925,0.442187,0.889583,0.203131,0.860607,0.677877,0.293357,0.410044
168,'2024/11/09 12:20:23:684',6,0.485938,0.177083,0.5,0.158333,0.50625,0.158333,0.5125,0.160417,0.48125,0.158333,0.476563,0.158333,0.473437,0.158333,0.525,0.170833,0.476563,0.166667,0.5,0.202083,0.479688,0.2,0.559375,0.283333,0.45,0.28125,0.534375,0.427083,0.417188,0.414583,0.46875,0.520833,0.378125,0.48125,0.453125,0.5625,0.357812,0.510417,0.4375,0.547917,0.359375,0.50625,0.439063,0.535417,0.36875,0.497917,0.539063,0.55,0.459375,0.547917,0.551562,0.725,0.429688,0.704167,0.521875,0.86875,0.4625,0.835417,0.523438,0.895833,0.478125,0.845833,0.501562,0.929167,0.44375,0.889583,0.203131,0.860607,0.677877,0.293357,0.410044
169,'2024/11/09 12:20:23:733',6,0.490625,0.175,0.504687,0.15625,0.510938,0.158333,0.515625,0.158333,0.485938,0.15625,0.479688,0.15625,0.475,0.15625,0.528125,0.170833,0.476563,0.164583,0.504687,0.2,0.482812,0.197917,0.560938,0.277083,0.448438,0.28125,0.545313,0.416667,0.415625,0.40625,0.50625,0.51875,0.378125,0.472917,0.492188,0.564583,0.359375,0.502083,0.475,0.55,0.360938,0.497917,0.475,0.5375,0.370313,0.489583,0.539063,0.541667,0.457812,0.541667,0.554688,0.714583,0.43125,0.7,0.525,0.870833,0.470313,0.833333,0.523438,0.89375,0.484375,0.845833,0.501562,0.933333,0.445313,0.889583,0.203131,0.860607,0.677877,0.293357,0.410044
170,'2024/11/09 12:20:23:783',6,0.496875,0.172917,0.509375,0.154167,0.515625,0.15625,0.520312,0.15625,0.490625,0.152083,0.484375,0.152083,0.479688,0.152083,0.53125,0.16875,0.476563,0.1625,0.509375,0.197917,0.485938,0.195833,0.567187,0.279167,0.446875,0.279167,0.559375,0.41875,0.4125,0.402083,0.528125,0.51875,0.378125,0.470833,0.515625,0.5625,0.357812,0.5,0.498437,0.55,0.360938,0.497917,0.498437,0.5375,0.370313,0.489583,0.539063,0.547917,0.457812,0.545833,0.559375,0.71875,0.432813,0.708333,0.526563,0.870833,0.471875,0.835417,0.523438,0.89375,0.484375,0.847917,0.501562,0.933333,0.445313,0.891667,0.203131,0.860607,0.677877,0.293357,0.410044
171,'2024/11/09 12:20:23:829',6,0.498437,0.16875,0.510938,0.15,0.517187,0.152083,0.521875,0.152083,0.492188,0.147917,0.485938,0.147917,0.479688,0.147917,0.534375,0.166667,0.478125,0.160417,0.509375,0.19375,0.4875,0.191667,0.571875,0.279167,0.44375,0.277083,0.571875,0.435417,0.410937,0.402083,0.551562,0.522917,0.378125,0.472917,0.548437,0.572917,0.35625,0.5,0.534375,0.55,0.360938,0.495833,0.53125,0.539583,0.370313,0.489583,0.539063,0.552083,0.45625,0.545833,0.5625,0.727083,0.429688,0.725,0.526563,0.870833,0.471875,0.835417,0.523438,0.8875,0.484375,0.847917,0.501562,0.933333,0.446875,0.89375,0.203131,0.860607,0.677877,0.293357,0.410044
172,'2024/11/09 12:20:23:874',6,0.501562,0.166667,0.515625,0.15,0.521875,0.15,0.526563,0.152083,0.495313,0.147917,0.489062,0.147917,0.482812,0.147917,0.539063,0.166667,0.478125,0.160417,0.5125,0.19375,0.490625,0.191667,0.578125,0.283333,0.439063,0.277083,0.592188,0.43125,0.409375,0.404167,0.590625,0.520833,0.376563,0.472917,0.595312,0.56875,0.354688,0.5,0.578125,0.552083,0.360938,0.497917,0.571875,0.539583,0.370313,0.489583,0.540625,0.552083,0.454688,0.547917,0.5625,0.729167,0.428125,0.725,0.529688,0.86875,0.471875,0.833333,0.526563,0.88125,0.484375,0.845833,0.50625,0.935417,0.446875,0.89375,0.203131,0.860607,0.677877,0.293357,0.410044
173,'2024/11/09 12:20:23:920',6,0.504687,0.166667,0.51875,0.147917,0.525,0.15,0.529688,0.152083,0.5,0.145833,0.492188,0.145833,0.485938,0.145833,0.540625,0.166667,0.479688,0.158333,0.515625,0.19375,0.492188,0.191667,0.579687,0.2875,0.4375,0.277083,0.607813,0.425,0.403125,0.4,0.625,0.516667,0.373437,0.470833,0.632813,0.558333,0.353125,0.5,0.615625,0.547917,0.359375,0.495833,0.607813,0.535417,0.370313,0.4875,0.540625,0.558333,0.451562,0.55,0.5625,0.73125,0.428125,0.729167,0.53125,0.866667,0.470313,0.833333,0.526563,0.875,0.484375,0.84375,0.507813,0.935417,0.446875,0.89375,0.203131,0.860607,0.677877,0.293357,0.410044
174,'2024/11/09 12:20:23:964',6,0.507813,0.166667,0.520312,0.147917,0.526563,0.15,0.532812,0.15,0.501562,0.145833,0.495313,0.14375,0.4875,0.14375,0.54375,0.166667,0.479688,0.158333,0.517187,0.19375,0.49375,0.189583,0.582812,0.291667,0.435937,0.277083,0.626562,0.41875,0.4,0.395833,0.65625,0.508333,0.371875,0.466667,0.66875,0.547917,0.353125,0.495833,0.648438,0.54375,0.359375,0.491667,0.640625,0.53125,0.370313,0.485417,0.539063,0.5625,0.45,0.554167,0.560938,0.73125,0.426562,0.735417,0.53125,0.864583,0.470313,0.825,0.528125,0.86875,0.479688,0.8375,0.507813,0.935417,0.451562,0.89375,0.203131,0.860607,0.677877,0.293357,0.410044
175,'2024/11/09 12:20:24:005',6,0.509375,0.164583,0.521875,0.147917,0.528125,0.147917,0.534375,0.15,0.503125,0.14375,0.495313,0.14375,0.489062,0.14375,0.545313,0.166667,0.48125,0.158333,0.520312,0.191667,0.495313,0.189583,0.5875,0.3,0.432813,0.275,0.664063,0.4125,0.39375,0.391667,0.7375,0.495833,0.371875,0.464583,0.770312,0.53125,0.353125,0.49375,0.760938,0.5375,0.360938,0.491667,0.748438,0.527083,0.371875,0.483333,0.539063,0.572917,0.445313,0.55625,0.557813,0.741667,0.425,0.747917,0.529688,0.860417,0.470313,0.820833,0.528125,0.866667,0.48125,0.822917,0.507813,0.933333,0.451562,0.89375,0.203131,0.860607,0.677877,0.293357,0.410044
176,'2024/11/09 12:20:24:047',6,0.510938,0.164583,0.523438,0.147917,0.529688,0.147917,0.535937,0.15,0.504687,0.14375,0.498437,0.14375,0.490625,0.14375,0.546875,0.166667,0.48125,0.158333,0.520312,0.19375,0.496875,0.189583,0.589063,0.304167,0.432813,0.275,0.66875,0.4125,0.390625,0.389583,0.748438,0.49375,0.371875,0.4625,0.779688,0.525,0.353125,0.49375,0.771875,0.533333,0.360938,0.491667,0.759375,0.527083,0.371875,0.483333,0.539063,0.577083,0.445313,0.560417,0.55625,0.75,0.423438,0.745833,0.529688,0.860417,0.46875,0.822917,0.528125,0.866667,0.48125,0.825,0.50625,0.935417,0.451562,0.89375,0.203131,0.860607,0.677877,0.293357,0.410044
177,'2024/11/09 12:20:24:089',6,0.510938,0.164583,0.523438,0.147917,0.529688,0.15,0.535937,0.15,0.504687,0.145833,0.496875,0.145833,0.490625,0.145833,0.546875,0.166667,0.48125,0.158333,0.520312,0.19375,0.496875,0.189583,0.590625,0.30625,0.43125,0.272917,0.671875,0.414583,0.389062,0.389583,0.757813,0.495833,0.370313,0.4625,0.790625,0.529167,0.351563,0.49375,0.78125,0.535417,0.360938,0.491667,0.767187,0.527083,0.371875,0.483333,0.539063,0.58125,0.44375,0.5625,0.554688,0.754167,0.420312,0.745833,0.529688,0.858333,0.46875,0.822917,0.528125,0.864583,0.48125,0.822917,0.50625,0.933333,0.451562,0.89375,0.203131,0.860607,0.677877,0.293357,0.410044
178,'2024/11/09 12:20:24:132',6,0.509375,0.16875,0.521875,0.152083,0.528125,0.152083,0.534375,0.154167,0.503125,0.147917,0.496875,0.147917,0.490625,0.147917,0.545313,0.170833,0.482812,0.1625,0.51875,0.195833,0.495313,0.191667,0.590625,0.308333,0.43125,0.272917,0.670313,0.416667,0.3875,0.389583,0.75625,0.491667,0.36875,0.4625,0.789063,0.527083,0.351563,0.49375,0.782812,0.533333,0.360938,0.489583,0.76875,0.525,0.371875,0.483333,0.539063,0.585417,0.44375,0.564583,0.546875,0.758333,0.41875,0.752083,0.528125,0.85625,0.467187,0.822917,0.528125,0.864583,0.48125,0.820833,0.50625,0.93125,0.451562,0.89375,0.203131,0.860607,0.677877,0.293357,0.410044
179,'2024/11/09 12:20:24:173',6,0.504687,0.172917,0.520312,0.15625,0.526563,0.15625,0.532812,0.158333,0.501562,0.152083,0.495313,0.15,0.490625,0.15,0.545313,0.175,0.482812,0.164583,0.517187,0.197917,0.492188,0.19375,0.589063,0.310417,0.43125,0.275,0.66875,0.416667,0.3875,0.389583,0.751562,0.49375,0.367188,0.4625,0.7875,0.527083,0.35,0.49375,0.784375,0.533333,0.360938,0.491667,0.770312,0.525,0.371875,0.483333,0.539063,0.585417,0.445313,0.566667,0.540625,0.760417,0.41875,0.75,0.528125,0.85625,0.467187,0.825,0.523438,0.877083,0.48125,0.822917,0.50625,0.93125,0.45,0.895833,0.203131,0.860607,0.677877,0.293357,0.410044
