@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
180,'2024/11/09 12:20:24:214',6,0.501562,0.177083,0.51875,0.160417,0.525,0.1625,0.53125,0.164583,0.5,0.15625,0.495313,0.15625,0.489062,0.154167,0.542188,0.179167,0.482812,0.16875,0.514063,0.2,0.490625,0.195833,0.5875,0.314583,0.43125,0.275,0.66875,0.420833,0.389062,0.389583,0.751562,0.495833,0.365625,0.4625,0.784375,0.529167,0.348437,0.49375,0.782812,0.535417,0.359375,0.491667,0.770312,0.525,0.370313,0.483333,0.539063,0.591667,0.445313,0.570833,0.535937,0.76875,0.417188,0.754167,0.526563,0.852083,0.465625,0.827083,0.523438,0.8625,0.48125,0.822917,0.50625,0.927083,0.45,0.897917,0.203131,0.860607,0.677877,0.293357,0.410044
181,'2024/11/09 12:20:24:257',6,0.498437,0.18125,0.514063,0.166667,0.520312,0.16875,0.526563,0.170833,0.498437,0.1625,0.49375,0.160417,0.489062,0.160417,0.539063,0.183333,0.482812,0.172917,0.510938,0.204167,0.4875,0.2,0.5875,0.316667,0.43125,0.275,0.667188,0.422917,0.389062,0.389583,0.746875,0.497917,0.364062,0.4625,0.779688,0.53125,0.346875,0.49375,0.779688,0.535417,0.35625,0.491667,0.767187,0.527083,0.36875,0.483333,0.539063,0.591667,0.445313,0.572917,0.53125,0.772917,0.417188,0.75625,0.526563,0.85,0.465625,0.829167,0.525,0.854167,0.48125,0.825,0.50625,0.927083,0.451562,0.9,0.203131,0.860607,0.677877,0.293357,0.410044
182,'2024/11/09 12:20:24:297',6,0.495313,0.1875,0.510938,0.170833,0.51875,0.172917,0.523438,0.175,0.495313,0.166667,0.492188,0.166667,0.4875,0.166667,0.535937,0.1875,0.482812,0.177083,0.507813,0.208333,0.485938,0.20625,0.585938,0.320833,0.43125,0.277083,0.667188,0.429167,0.390625,0.391667,0.746875,0.50625,0.365625,0.4625,0.776563,0.533333,0.346875,0.49375,0.778125,0.539583,0.35625,0.489583,0.765625,0.533333,0.367188,0.48125,0.539063,0.59375,0.445313,0.577083,0.526563,0.770833,0.415625,0.754167,0.526563,0.85,0.464063,0.83125,0.526563,0.85,0.479688,0.829167,0.50625,0.927083,0.451562,0.902083,0.203131,0.860607,0.677877,0.293357,0.410044
183,'2024/11/09 12:20:24:339',6,0.49375,0.189583,0.510938,0.172917,0.517187,0.175,0.523438,0.177083,0.49375,0.170833,0.490625,0.16875,0.485938,0.16875,0.534375,0.191667,0.482812,0.18125,0.50625,0.214583,0.484375,0.210417,0.585938,0.327083,0.43125,0.279167,0.6625,0.441667,0.39375,0.4,0.748438,0.522917,0.365625,0.4625,0.778125,0.54375,0.346875,0.49375,0.778125,0.545833,0.35625,0.489583,0.767187,0.541667,0.367188,0.48125,0.539063,0.597917,0.445313,0.579167,0.526563,0.770833,0.414063,0.752083,0.526563,0.85,0.464063,0.835417,0.528125,0.85,0.478125,0.83125,0.507813,0.927083,0.451562,0.904167,0.203131,0.860607,0.677877,0.293357,0.410044
184,'2024/11/09 12:20:24:381',6,0.492188,0.19375,0.507813,0.175,0.515625,0.177083,0.521875,0.179167,0.492188,0.172917,0.4875,0.172917,0.484375,0.170833,0.532812,0.19375,0.482812,0.183333,0.504687,0.216667,0.482812,0.214583,0.582812,0.333333,0.43125,0.285417,0.659375,0.458333,0.4,0.410417,0.746875,0.539583,0.365625,0.466667,0.776563,0.55625,0.346875,0.49375,0.778125,0.558333,0.353125,0.489583,0.76875,0.55625,0.364062,0.48125,0.539063,0.602083,0.446875,0.585417,0.523438,0.777083,0.414063,0.754167,0.526563,0.85,0.4625,0.8375,0.529688,0.852083,0.476563,0.835417,0.507813,0.927083,0.451562,0.90625,0.203131,0.860607,0.677877,0.293357,0.410044
185,'2024/11/09 12:20:24:423',6,0.4875,0.195833,0.504687,0.177083,0.510938,0.179167,0.51875,0.18125,0.4875,0.175,0.484375,0.175,0.479688,0.175,0.529688,0.195833,0.48125,0.185417,0.501562,0.21875,0.479688,0.216667,0.579687,0.3375,0.43125,0.2875,0.651563,0.46875,0.409375,0.414583,0.7375,0.55,0.36875,0.46875,0.76875,0.570833,0.348437,0.49375,0.770312,0.56875,0.353125,0.489583,0.759375,0.564583,0.364062,0.483333,0.539063,0.604167,0.448438,0.5875,0.520312,0.78125,0.4125,0.754167,0.526563,0.852083,0.464063,0.841667,0.53125,0.852083,0.48125,0.84375,0.507813,0.927083,0.451562,0.908333,0.203131,0.860607,0.677877,0.293357,0.410044
186,'2024/11/09 12:20:24:468',6,0.476563,0.2,0.492188,0.18125,0.498437,0.183333,0.50625,0.185417,0.478125,0.18125,0.473437,0.179167,0.470313,0.179167,0.523438,0.197917,0.478125,0.189583,0.4875,0.222917,0.470313,0.220833,0.560938,0.335417,0.435937,0.289583,0.598437,0.475,0.426562,0.420833,0.66875,0.564583,0.373437,0.477083,0.695313,0.5875,0.35,0.5,0.696875,0.583333,0.353125,0.49375,0.68125,0.577083,0.3625,0.4875,0.535937,0.60625,0.45,0.589583,0.510938,0.78125,0.410937,0.754167,0.523438,0.860417,0.464063,0.845833,0.528125,0.864583,0.48125,0.85625,0.50625,0.93125,0.45,0.908333,0.203131,0.860607,0.677877,0.293357,0.410044
187,'2024/11/09 12:20:24:508',6,0.471875,0.2,0.485938,0.18125,0.49375,0.183333,0.501562,0.183333,0.471875,0.179167,0.46875,0.179167,0.465625,0.179167,0.520312,0.2,0.473437,0.189583,0.482812,0.222917,0.467187,0.220833,0.554688,0.333333,0.439063,0.289583,0.582812,0.489583,0.434375,0.422917,0.640625,0.570833,0.378125,0.483333,0.665625,0.597917,0.351563,0.504167,0.665625,0.59375,0.353125,0.497917,0.654688,0.5875,0.3625,0.491667,0.535937,0.604167,0.451562,0.5875,0.503125,0.78125,0.407813,0.752083,0.521875,0.864583,0.464063,0.845833,0.528125,0.870833,0.48125,0.858333,0.504687,0.933333,0.448438,0.908333,0.203131,0.860607,0.677877,0.293357,0.410044
188,'2024/11/09 12:20:37:114',7,0.30625,0.535417,0.317187,0.516667,0.325,0.514583,0.33125,0.5125,0.301562,0.5125,0.296875,0.508333,0.292188,0.504167,0.345313,0.5,0.289063,0.49375,0.315625,0.547917,0.3,0.54375,0.385938,0.55625,0.24375,0.547917,0.36875,0.716667,0.242188,0.685417,0.273438,0.7375,0.357812,0.733333,0.24375,0.745833,0.3875,0.752083,0.242188,0.729167,0.398438,0.739583,0.25,0.727083,0.3875,0.729167,0.339063,0.710417,0.264062,0.702083,0.321875,0.795833,0.25,0.779167,0.320313,0.81875,0.264062,0.797917,0.31875,0.816667,0.265625,0.814583,0.31875,0.85625,0.257813,0.858333,0.746295,0.086575,0.418935,0.977309,0.859905
189,'2024/11/09 12:20:37:164',7,0.30625,0.539583,0.317187,0.520833,0.323438,0.51875,0.33125,0.516667,0.3,0.516667,0.295312,0.514583,0.290625,0.5125,0.345313,0.504167,0.2875,0.5,0.315625,0.552083,0.298438,0.547917,0.385938,0.558333,0.24375,0.55,0.36875,0.7,0.240625,0.685417,0.276563,0.739583,0.360938,0.733333,0.246875,0.745833,0.3875,0.754167,0.245312,0.73125,0.4,0.741667,0.253125,0.725,0.389062,0.73125,0.339063,0.7125,0.264062,0.70625,0.321875,0.791667,0.25625,0.775,0.320313,0.81875,0.264062,0.797917,0.31875,0.814583,0.267188,0.814583,0.3125,0.864583,0.257813,0.858333,0.746295,0.086575,0.418935,0.977309,0.859905
190,'2024/11/09 12:20:37:213',7,0.307813,0.5375,0.31875,0.5125,0.325,0.510417,0.332812,0.508333,0.3,0.514583,0.295312,0.5125,0.289063,0.5125,0.345313,0.495833,0.285937,0.502083,0.31875,0.55,0.3,0.55,0.385938,0.554167,0.24375,0.554167,0.36875,0.697917,0.24375,0.689583,0.278125,0.741667,0.3625,0.733333,0.248437,0.747917,0.3875,0.754167,0.246875,0.73125,0.4,0.741667,0.254687,0.722917,0.390625,0.73125,0.339063,0.710417,0.264062,0.704167,0.320313,0.797917,0.259375,0.779167,0.31875,0.820833,0.264062,0.8,0.31875,0.814583,0.267188,0.81875,0.310937,0.86875,0.257813,0.860417,0.746295,0.086575,0.418935,0.977309,0.859905
191,'2024/11/09 12:20:37:268',7,0.307813,0.533333,0.320313,0.510417,0.328125,0.508333,0.334375,0.50625,0.3,0.508333,0.295312,0.50625,0.289063,0.504167,0.348437,0.497917,0.285937,0.495833,0.31875,0.547917,0.3,0.545833,0.385938,0.554167,0.24375,0.552083,0.370313,0.704167,0.24375,0.689583,0.278125,0.741667,0.3625,0.735417,0.248437,0.747917,0.389062,0.75625,0.246875,0.73125,0.4,0.741667,0.254687,0.722917,0.390625,0.73125,0.340625,0.7125,0.264062,0.704167,0.317187,0.808333,0.257813,0.795833,0.31875,0.820833,0.264062,0.8,0.31875,0.814583,0.267188,0.81875,0.309375,0.872917,0.257813,0.8625,0.746295,0.086575,0.418935,0.977309,0.859905
192,'2024/11/09 12:20:37:317',7,0.309375,0.53125,0.321875,0.508333,0.328125,0.508333,0.334375,0.50625,0.3,0.508333,0.295312,0.50625,0.289063,0.504167,0.348437,0.497917,0.285937,0.495833,0.320313,0.545833,0.3,0.54375,0.385938,0.552083,0.24375,0.55,0.370313,0.7,0.246875,0.6875,0.278125,0.739583,0.3625,0.733333,0.248437,0.747917,0.392188,0.754167,0.245312,0.729167,0.403125,0.739583,0.254687,0.722917,0.392188,0.729167,0.340625,0.7125,0.264062,0.704167,0.315625,0.810417,0.257813,0.802083,0.317187,0.820833,0.264062,0.8,0.317187,0.814583,0.267188,0.820833,0.310937,0.866667,0.257813,0.864583,0.746295,0.086575,0.418935,0.977309,0.859905
193,'2024/11/09 12:20:37:369',7,0.309375,0.53125,0.321875,0.510417,0.329688,0.508333,0.335938,0.50625,0.3,0.508333,0.295312,0.50625,0.289063,0.504167,0.35,0.497917,0.285937,0.495833,0.320313,0.545833,0.3,0.545833,0.385938,0.55,0.24375,0.55,0.370313,0.697917,0.246875,0.685417,0.278125,0.7375,0.3625,0.73125,0.248437,0.747917,0.392188,0.752083,0.245312,0.727083,0.403125,0.7375,0.253125,0.722917,0.392188,0.727083,0.340625,0.710417,0.264062,0.704167,0.317187,0.808333,0.257813,0.80625,0.315625,0.820833,0.264062,0.802083,0.317187,0.814583,0.267188,0.81875,0.3125,0.8625,0.257813,0.866667,0.746295,0.086575,0.418935,0.977309,0.859905
194,'2024/11/09 12:20:37:418',7,0.310937,0.529167,0.323438,0.508333,0.329688,0.50625,0.335938,0.504167,0.301562,0.50625,0.295312,0.504167,0.290625,0.502083,0.35,0.495833,0.285937,0.49375,0.321875,0.54375,0.301562,0.54375,0.385938,0.55,0.245312,0.547917,0.370313,0.695833,0.246875,0.683333,0.278125,0.7375,0.359375,0.73125,0.25,0.745833,0.389062,0.752083,0.245312,0.727083,0.403125,0.7375,0.254687,0.722917,0.392188,0.727083,0.342187,0.710417,0.265625,0.704167,0.321875,0.804167,0.260938,0.797917,0.315625,0.820833,0.264062,0.802083,0.317187,0.814583,0.267188,0.81875,0.314063,0.864583,0.259375,0.866667,0.746295,0.086575,0.418935,0.977309,0.859905
195,'2024/11/09 12:20:37:471',7,0.310937,0.527083,0.323438,0.50625,0.329688,0.504167,0.335938,0.502083,0.301562,0.504167,0.295312,0.504167,0.290625,0.502083,0.35,0.49375,0.285937,0.49375,0.321875,0.541667,0.301562,0.541667,0.3875,0.547917,0.245312,0.547917,0.370313,0.695833,0.246875,0.68125,0.279687,0.735417,0.357812,0.73125,0.25,0.745833,0.389062,0.752083,0.246875,0.725,0.403125,0.7375,0.253125,0.720833,0.392188,0.727083,0.342187,0.710417,0.267188,0.704167,0.325,0.802083,0.264062,0.79375,0.317187,0.820833,0.264062,0.804167,0.31875,0.816667,0.267188,0.820833,0.315625,0.864583,0.259375,0.86875,0.746295,0.086575,0.418935,0.977309,0.859905
196,'2024/11/09 12:20:37:520',7,0.3125,0.527083,0.325,0.50625,0.33125,0.504167,0.3375,0.502083,0.303125,0.504167,0.296875,0.502083,0.292188,0.502083,0.351563,0.495833,0.285937,0.495833,0.323438,0.541667,0.301562,0.541667,0.3875,0.547917,0.246875,0.547917,0.373437,0.69375,0.25,0.683333,0.279687,0.733333,0.364062,0.73125,0.25,0.74375,0.39375,0.75,0.246875,0.725,0.40625,0.7375,0.253125,0.720833,0.395312,0.725,0.342187,0.714583,0.26875,0.708333,0.326562,0.791667,0.265625,0.791667,0.31875,0.820833,0.264062,0.804167,0.320313,0.81875,0.267188,0.820833,0.315625,0.866667,0.259375,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
197,'2024/11/09 12:20:37:567',7,0.314063,0.527083,0.325,0.50625,0.33125,0.504167,0.3375,0.502083,0.303125,0.50625,0.296875,0.504167,0.292188,0.504167,0.351563,0.495833,0.285937,0.497917,0.323438,0.541667,0.303125,0.541667,0.3875,0.547917,0.246875,0.547917,0.375,0.695833,0.251563,0.685417,0.284375,0.735417,0.367188,0.73125,0.251563,0.74375,0.395312,0.75,0.25,0.725,0.407813,0.735417,0.25625,0.720833,0.396875,0.725,0.342187,0.714583,0.26875,0.708333,0.328125,0.789583,0.265625,0.791667,0.31875,0.820833,0.265625,0.804167,0.320313,0.81875,0.267188,0.820833,0.317187,0.866667,0.260938,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
198,'2024/11/09 12:20:37:617',7,0.315625,0.529167,0.326562,0.50625,0.332812,0.504167,0.339063,0.502083,0.304688,0.50625,0.298438,0.504167,0.29375,0.502083,0.351563,0.49375,0.2875,0.495833,0.325,0.541667,0.304688,0.541667,0.3875,0.547917,0.246875,0.55,0.375,0.695833,0.253125,0.685417,0.284375,0.735417,0.367188,0.73125,0.253125,0.74375,0.396875,0.75,0.25,0.725,0.407813,0.735417,0.25625,0.720833,0.398438,0.725,0.34375,0.714583,0.26875,0.708333,0.328125,0.791667,0.265625,0.797917,0.31875,0.820833,0.265625,0.804167,0.320313,0.816667,0.267188,0.820833,0.317187,0.866667,0.260938,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
199,'2024/11/09 12:20:37:667',7,0.315625,0.527083,0.328125,0.504167,0.334375,0.504167,0.340625,0.502083,0.30625,0.504167,0.298438,0.502083,0.29375,0.5,0.353125,0.49375,0.2875,0.49375,0.326562,0.539583,0.304688,0.539583,0.3875,0.547917,0.246875,0.55,0.376563,0.695833,0.253125,0.685417,0.284375,0.735417,0.367188,0.73125,0.253125,0.74375,0.396875,0.75,0.251563,0.725,0.407813,0.735417,0.257813,0.720833,0.398438,0.725,0.34375,0.714583,0.26875,0.70625,0.328125,0.789583,0.265625,0.802083,0.31875,0.820833,0.265625,0.804167,0.31875,0.814583,0.267188,0.81875,0.317187,0.866667,0.260938,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
200,'2024/11/09 12:20:37:716',7,0.317187,0.527083,0.328125,0.504167,0.335938,0.504167,0.340625,0.502083,0.30625,0.504167,0.3,0.502083,0.29375,0.5,0.353125,0.49375,0.2875,0.491667,0.326562,0.539583,0.30625,0.539583,0.389062,0.55,0.246875,0.55,0.376563,0.695833,0.253125,0.685417,0.284375,0.735417,0.367188,0.73125,0.253125,0.74375,0.395312,0.75,0.251563,0.725,0.407813,0.735417,0.257813,0.720833,0.396875,0.725,0.345313,0.7125,0.26875,0.70625,0.328125,0.789583,0.265625,0.802083,0.31875,0.81875,0.265625,0.804167,0.31875,0.814583,0.267188,0.816667,0.317187,0.866667,0.2625,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
201,'2024/11/09 12:20:37:764',7,0.315625,0.525,0.328125,0.504167,0.334375,0.504167,0.340625,0.502083,0.30625,0.502083,0.3,0.502083,0.29375,0.5,0.353125,0.491667,0.2875,0.491667,0.326562,0.539583,0.304688,0.539583,0.389062,0.55,0.248437,0.55,0.376563,0.695833,0.253125,0.685417,0.285937,0.735417,0.365625,0.73125,0.254687,0.74375,0.395312,0.75,0.251563,0.725,0.40625,0.735417,0.259375,0.720833,0.395312,0.725,0.345313,0.7125,0.270312,0.70625,0.328125,0.789583,0.259375,0.804167,0.31875,0.81875,0.267188,0.804167,0.31875,0.816667,0.267188,0.816667,0.317187,0.866667,0.2625,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
202,'2024/11/09 12:20:37:818',7,0.315625,0.525,0.328125,0.504167,0.334375,0.502083,0.340625,0.502083,0.30625,0.502083,0.3,0.5,0.29375,0.5,0.353125,0.491667,0.2875,0.491667,0.326562,0.539583,0.304688,0.539583,0.390625,0.55,0.248437,0.55,0.378125,0.695833,0.251563,0.685417,0.285937,0.7375,0.365625,0.73125,0.254687,0.745833,0.39375,0.75,0.251563,0.725,0.404687,0.735417,0.259375,0.720833,0.395312,0.725,0.346875,0.7125,0.270312,0.704167,0.328125,0.791667,0.257813,0.80625,0.31875,0.820833,0.267188,0.804167,0.317187,0.81875,0.267188,0.81875,0.317187,0.866667,0.2625,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
203,'2024/11/09 12:20:37:866',7,0.317187,0.525,0.328125,0.504167,0.334375,0.502083,0.340625,0.502083,0.30625,0.502083,0.3,0.502083,0.295312,0.5,0.353125,0.49375,0.2875,0.49375,0.326562,0.539583,0.30625,0.539583,0.390625,0.55,0.248437,0.55,0.378125,0.695833,0.251563,0.685417,0.285937,0.7375,0.365625,0.729167,0.254687,0.745833,0.39375,0.75,0.251563,0.725,0.404687,0.735417,0.259375,0.722917,0.395312,0.725,0.346875,0.7125,0.270312,0.704167,0.326562,0.79375,0.25625,0.80625,0.317187,0.820833,0.267188,0.804167,0.315625,0.81875,0.267188,0.81875,0.317187,0.866667,0.2625,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
204,'2024/11/09 12:20:37:916',7,0.317187,0.525,0.328125,0.50625,0.334375,0.504167,0.340625,0.502083,0.30625,0.502083,0.3,0.502083,0.295312,0.5,0.353125,0.49375,0.2875,0.49375,0.326562,0.539583,0.30625,0.539583,0.390625,0.55,0.248437,0.55,0.378125,0.697917,0.251563,0.683333,0.285937,0.7375,0.365625,0.729167,0.254687,0.745833,0.39375,0.75,0.251563,0.725,0.404687,0.735417,0.259375,0.722917,0.395312,0.725,0.346875,0.7125,0.270312,0.704167,0.326562,0.795833,0.25625,0.804167,0.317187,0.820833,0.267188,0.804167,0.315625,0.816667,0.270312,0.808333,0.317187,0.866667,0.2625,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
205,'2024/11/09 12:20:37:966',7,0.317187,0.525,0.328125,0.50625,0.334375,0.504167,0.340625,0.502083,0.30625,0.502083,0.3,0.502083,0.295312,0.5,0.353125,0.49375,0.2875,0.49375,0.326562,0.539583,0.304688,0.539583,0.390625,0.55,0.248437,0.55,0.378125,0.695833,0.251563,0.683333,0.285937,0.7375,0.365625,0.729167,0.254687,0.745833,0.39375,0.75,0.251563,0.725,0.404687,0.735417,0.259375,0.722917,0.395312,0.725,0.346875,0.7125,0.270312,0.704167,0.326562,0.795833,0.257813,0.804167,0.317187,0.820833,0.267188,0.804167,0.315625,0.816667,0.26875,0.8125,0.317187,0.864583,0.2625,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
206,'2024/11/09 12:20:38:014',7,0.317187,0.525,0.328125,0.50625,0.334375,0.504167,0.340625,0.502083,0.30625,0.502083,0.3,0.502083,0.295312,0.5,0.353125,0.49375,0.2875,0.491667,0.326562,0.539583,0.304688,0.539583,0.390625,0.55,0.248437,0.55,0.378125,0.695833,0.251563,0.683333,0.285937,0.7375,0.365625,0.729167,0.254687,0.745833,0.39375,0.75,0.251563,0.725,0.404687,0.735417,0.259375,0.722917,0.39375,0.725,0.346875,0.7125,0.270312,0.704167,0.326562,0.795833,0.257813,0.804167,0.317187,0.820833,0.267188,0.804167,0.315625,0.816667,0.271875,0.808333,0.317187,0.864583,0.2625,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
207,'2024/11/09 12:20:38:059',7,0.315625,0.525,0.328125,0.50625,0.334375,0.504167,0.340625,0.502083,0.30625,0.502083,0.3,0.502083,0.29375,0.5,0.353125,0.49375,0.289063,0.491667,0.326562,0.539583,0.304688,0.539583,0.390625,0.55,0.248437,0.55,0.378125,0.697917,0.25,0.683333,0.285937,0.7375,0.364062,0.729167,0.254687,0.745833,0.39375,0.75,0.251563,0.725,0.404687,0.735417,0.259375,0.720833,0.39375,0.725,0.346875,0.7125,0.270312,0.704167,0.328125,0.797917,0.257813,0.80625,0.31875,0.820833,0.267188,0.804167,0.317187,0.816667,0.270312,0.814583,0.31875,0.866667,0.2625,0.870833,0.746295,0.086575,0.418935,0.977309,0.859905
208,'2024/11/09 12:35:50:531',8,0.7125,0.33125,0.717188,0.320833,0.720312,0.320833,0.723437,0.322917,0.707812,0.320833,0.703125,0.320833,0.698438,0.322917,0.725,0.329167,0.690625,0.33125,0.715625,0.345833,0.704687,0.345833,0.746875,0.40625,0.657812,0.404167,0.759375,0.491667,0.639063,0.485417,0.771875,0.55625,0.615625,0.54375,0.776563,0.583333,0.603125,0.560417,0.773438,0.583333,0.604688,0.560417,0.771875,0.575,0.610937,0.55625,0.715625,0.558333,0.667188,0.55625,0.709375,0.683333,0.671875,0.679167,0.703125,0.8,0.678125,0.779167,0.7,0.810417,0.679688,0.7875,0.701563,0.845833,0.682813,0.820833,0.434112,0.810697,0.359345,0.779045,0.877306
209,'2024/11/09 12:35:50:572',8,0.7125,0.335417,0.717188,0.325,0.720312,0.325,0.721875,0.325,0.707812,0.325,0.703125,0.325,0.698438,0.325,0.725,0.33125,0.690625,0.333333,0.715625,0.35,0.704687,0.347917,0.746875,0.408333,0.657812,0.404167,0.757813,0.49375,0.639063,0.485417,0.767187,0.55625,0.614062,0.541667,0.770312,0.583333,0.603125,0.558333,0.76875,0.583333,0.604688,0.558333,0.767187,0.575,0.609375,0.554167,0.715625,0.558333,0.667188,0.55625,0.709375,0.683333,0.673437,0.679167,0.703125,0.8,0.678125,0.78125,0.701563,0.810417,0.679688,0.789583,0.701563,0.845833,0.68125,0.81875,0.434112,0.810697,0.359345,0.779045,0.877306
210,'2024/11/09 12:35:50:617',8,0.7125,0.3375,0.717188,0.329167,0.71875,0.329167,0.721875,0.329167,0.70625,0.327083,0.703125,0.327083,0.698438,0.327083,0.723437,0.335417,0.690625,0.335417,0.715625,0.352083,0.704687,0.352083,0.74375,0.408333,0.657812,0.40625,0.754687,0.49375,0.639063,0.485417,0.764063,0.558333,0.6125,0.541667,0.767187,0.583333,0.601563,0.558333,0.764063,0.583333,0.603125,0.558333,0.7625,0.577083,0.607813,0.554167,0.715625,0.558333,0.667188,0.55625,0.709375,0.685417,0.673437,0.679167,0.703125,0.8,0.678125,0.78125,0.701563,0.810417,0.678125,0.791667,0.703125,0.845833,0.68125,0.81875,0.434112,0.810697,0.359345,0.779045,0.877306
211,'2024/11/09 12:35:50:659',8,0.710938,0.341667,0.715625,0.33125,0.71875,0.33125,0.720312,0.33125,0.70625,0.33125,0.701563,0.33125,0.698438,0.33125,0.723437,0.339583,0.690625,0.3375,0.715625,0.35625,0.703125,0.354167,0.742188,0.410417,0.657812,0.40625,0.751562,0.495833,0.6375,0.485417,0.760938,0.558333,0.610937,0.541667,0.764063,0.583333,0.6,0.558333,0.760938,0.583333,0.601563,0.558333,0.759375,0.577083,0.60625,0.55625,0.715625,0.558333,0.667188,0.55625,0.709375,0.683333,0.675,0.68125,0.703125,0.8,0.678125,0.779167,0.701563,0.810417,0.678125,0.7875,0.703125,0.84375,0.679688,0.8125,0.434112,0.810697,0.359345,0.779045,0.877306
212,'2024/11/09 12:35:50:701',8,0.710938,0.34375,0.714063,0.333333,0.717188,0.335417,0.71875,0.335417,0.704687,0.333333,0.701563,0.333333,0.698438,0.333333,0.721875,0.341667,0.690625,0.339583,0.714063,0.358333,0.703125,0.35625,0.739062,0.410417,0.657812,0.40625,0.75,0.497917,0.635938,0.485417,0.757813,0.5625,0.609375,0.541667,0.760938,0.585417,0.598437,0.560417,0.759375,0.585417,0.6,0.560417,0.75625,0.579167,0.603125,0.55625,0.715625,0.558333,0.667188,0.558333,0.710938,0.683333,0.675,0.68125,0.703125,0.802083,0.678125,0.775,0.701563,0.810417,0.678125,0.785417,0.703125,0.841667,0.678125,0.810417,0.434112,0.810697,0.359345,0.779045,0.877306
213,'2024/11/09 12:35:50:748',8,0.707812,0.352083,0.7125,0.341667,0.715625,0.34375,0.717188,0.34375,0.703125,0.341667,0.7,0.341667,0.696875,0.341667,0.720312,0.35,0.689062,0.345833,0.7125,0.366667,0.7,0.364583,0.7375,0.414583,0.657812,0.410417,0.74375,0.502083,0.635938,0.4875,0.751562,0.56875,0.607813,0.545833,0.754687,0.591667,0.596875,0.5625,0.75,0.591667,0.598437,0.5625,0.746875,0.585417,0.603125,0.558333,0.715625,0.560417,0.667188,0.560417,0.7125,0.683333,0.678125,0.68125,0.70625,0.797917,0.679688,0.777083,0.704687,0.808333,0.679688,0.7875,0.707812,0.835417,0.684375,0.814583,0.434112,0.810697,0.359345,0.779045,0.877306
214,'2024/11/09 12:35:50:788',8,0.70625,0.354167,0.710938,0.34375,0.714063,0.34375,0.715625,0.345833,0.701563,0.34375,0.698438,0.34375,0.695313,0.34375,0.71875,0.35,0.6875,0.347917,0.710938,0.36875,0.7,0.366667,0.735937,0.416667,0.657812,0.410417,0.742188,0.504167,0.635938,0.4875,0.748438,0.570833,0.609375,0.545833,0.751562,0.59375,0.596875,0.5625,0.746875,0.59375,0.598437,0.5625,0.745313,0.5875,0.603125,0.558333,0.715625,0.560417,0.667188,0.560417,0.7125,0.68125,0.678125,0.679167,0.707812,0.797917,0.679688,0.779167,0.704687,0.808333,0.68125,0.789583,0.710938,0.835417,0.6875,0.816667,0.434112,0.810697,0.359345,0.779045,0.877306
